Gene	Rho	P_val
CDKN1B	-5.329e-02	3.323e-01
CDKN1C	-1.584e-01	3.765e-03
CDKN2A	-3.265e-01	1.032e-09
CDKN2B	3.104e-01	7.228e-09
CDKN2C	9.246e-02	9.209e-02
CEBPA	1.989e-01	2.590e-04
CEP57	-1.525e-01	5.281e-03
CFTR	-8.173e-02	1.367e-01
CHD2	8.955e-02	1.029e-01
CHD4	-8.884e-02	1.056e-01
CHEK1	1.204e-01	2.801e-02
CHEK2	2.963e-02	5.901e-01
CIC	-1.111e-01	4.274e-02
CIITA	-6.389e-02	2.450e-01
CKS1B	1.454e-01	7.892e-03
CREBBP	-2.196e-01	5.291e-05
CRKL	-4.941e-02	3.688e-01
CRLF2	1.863e-01	6.346e-04
CSF1R	1.477e-01	6.943e-03
CSF3R	-2.401e-01	9.429e-06
CTC1	8.191e-02	1.358e-01
CTCF	9.593e-02	8.045e-02
CTLA4	-3.451e-03	9.500e-01
CTNNA1	3.291e-02	5.496e-01
CTNNB1	4.044e-02	4.621e-01
CTRC	-2.084e-01	1.274e-04
CUL3	3.909e-02	4.772e-01
CUX1	1.223e-01	2.566e-02
CXCR4	8.235e-02	1.337e-01
CYLD	1.942e-01	3.640e-04
CYP1B1	2.225e-01	4.199e-05
CYP2D6	-9.561e-02	8.147e-02
CYP3A5	9.242e-02	9.222e-02
DAXX	1.957e-02	7.220e-01
DDB2	-1.253e-01	2.219e-02
DDR2	-1.472e-01	7.123e-03
DDX3X	1.395e-01	1.082e-02
DICER1	2.295e-02	6.764e-01
DIS3	-8.455e-02	1.236e-01
DIS3L2	1.114e-01	4.227e-02
DKC1	-1.237e-01	2.402e-02
DMD	1.701e-01	1.841e-03
DNM2	4.065e-02	4.597e-01
DNMT1	-1.400e-01	1.051e-02
DNMT3A	-2.483e-01	4.509e-06
DNMT3B	-1.587e-01	3.690e-03
DOT1L	1.676e-02	7.605e-01
DPYD	1.189e-01	3.009e-02
DYNC2H1	1.593e-01	3.560e-03
E2F1	1.198e-01	2.878e-02
E2F2	-1.088e-01	4.721e-02
E2F3	1.564e-02	7.761e-01
E2F4	-1.390e-01	1.111e-02
E2F5	5.081e-02	3.554e-01
E2F6	8.847e-02	1.071e-01
EBF1	1.630e-01	2.850e-03
ECT2L	1.209e-01	2.737e-02
EED	-1.148e-01	3.631e-02
EGF	1.023e-01	6.224e-02
EGFL7	-1.135e-01	3.852e-02
EGFR	-1.083e-01	4.825e-02
EGLN1	-5.600e-02	3.083e-01
ELF3	-2.352e-01	1.449e-05
ELOC	-2.382e-02	6.650e-01
EMSY	1.893e-01	5.146e-04
ENG	-1.193e-02	8.283e-01
EP300	1.491e-01	6.417e-03
EPCAM	1.379e-01	1.175e-02
EPHA2	-6.222e-02	2.575e-01
EPHA3	7.685e-02	1.618e-01
EPHA5	8.771e-03	8.733e-01
EPHA7	-2.591e-02	6.376e-01
EPHB1	-1.317e-02	8.108e-01
EPHB2	-1.017e-01	6.377e-02
EPOR	5.271e-02	3.376e-01
ERBB2	9.097e-02	9.747e-02
ERBB3	1.248e-01	2.280e-02
ERBB4	-2.493e-01	4.130e-06
ERCC1	1.438e-01	8.611e-03
ERCC2	1.071e-01	5.077e-02
ERCC3	1.006e-02	8.548e-01
ERCC4	-5.845e-02	2.876e-01
ERCC5	6.833e-02	2.136e-01
ERCC6	1.223e-01	2.567e-02
ERG	-1.270e-01	2.046e-02
ERRFI1	-9.181e-02	9.439e-02
ESR1	-1.811e-01	8.990e-04
ESR2	-4.224e-02	4.423e-01
ETS1	-1.191e-01	2.980e-02
ETS2	9.592e-02	8.049e-02
ETV1	2.146e-02	6.964e-01
ETV4	2.375e-01	1.183e-05
ETV5	-1.024e-01	6.208e-02
ETV6	-1.621e-02	7.682e-01
EWSR1	-8.725e-02	1.120e-01
EXT2	-9.407e-02	8.652e-02
EZH2	2.872e-01	9.559e-08
FAM46C	-5.237e-02	3.407e-01
FANCA	1.568e-01	4.137e-03
FANCB	9.378e-02	8.753e-02
FANCC	1.210e-01	2.729e-02
FANCD2	1.437e-01	8.629e-03
FANCE	-5.988e-02	2.759e-01
FANCF	-1.902e-02	7.294e-01
FANCG	8.148e-02	1.379e-01
FANCI	1.680e-01	2.101e-03
FANCL	1.554e-01	4.471e-03
FANCM	-2.075e-01	1.373e-04
FAS	9.203e-02	9.360e-02
FAT1	3.253e-02	5.542e-01
FBXO11	-1.772e-02	7.474e-01
FBXW7	-2.205e-01	4.935e-05
FCGR2A	1.674e-01	2.183e-03
FCGR3A	-1.147e-01	3.649e-02
FDPS	7.555e-02	1.690e-01
FGF1	-8.201e-02	1.353e-01
FGF10	1.788e-01	1.050e-03
FGF14	1.049e-01	5.574e-02
FGF19	1.832e-01	7.825e-04
FGF2	-8.701e-02	1.130e-01
FGF23	-8.896e-02	1.051e-01
FGF3	2.022e-01	2.043e-04
FGF4	-1.609e-01	3.232e-03
FGF5	-5.629e-02	3.057e-01
FGF6	-8.359e-02	1.279e-01
FGF7	1.827e-02	7.398e-01
FGF8	-8.029e-02	1.437e-01
FGF9	-9.904e-02	7.107e-02
FGFR1	-1.122e-01	4.073e-02
FGFR2	3.811e-02	4.883e-01
FGFR3	-1.860e-01	6.478e-04
FGFR4	-1.219e-02	8.246e-01
FH	-8.401e-02	1.260e-01
FHIT	-1.424e-01	9.263e-03
FLCN	-5.040e-02	3.593e-01
FLG	-2.099e-01	1.141e-04
FLT1	1.469e-01	7.266e-03
FLT3	-4.413e-02	4.222e-01
FLT4	1.155e-01	3.516e-02
FNTB	-6.438e-02	2.414e-01
FOXA1	6.238e-02	2.563e-01
FOXL2	-9.583e-02	8.077e-02
FOXO1	-2.461e-02	6.545e-01
FOXO3	-1.973e-02	7.198e-01
FOXP1	2.945e-02	5.923e-01
FOXQ1	1.567e-01	4.142e-03
FRS2	-4.826e-02	3.800e-01
FUBP1	6.054e-02	2.706e-01
FUS	-1.189e-01	3.000e-02
FYN	1.689e-01	1.979e-03
G6PD	-8.140e-02	1.383e-01
GABRA6	-6.291e-02	2.523e-01
GALNT12	-1.660e-01	2.368e-03
GATA1	-1.696e-01	1.893e-03
GATA2	1.395e-01	1.081e-02
GATA3	3.230e-02	5.570e-01
GATA4	1.619e-01	3.057e-03
GATA6	-8.320e-02	1.297e-01
GEN1	7.985e-02	1.460e-01
GID4	-1.948e-02	7.232e-01
GLI1	1.393e-02	8.000e-01
GLI2	6.892e-02	2.097e-01
GLI3	-2.418e-04	9.965e-01
GNA11	1.875e-02	7.331e-01
GNA13	2.163e-01	6.910e-05
GNAQ	1.807e-01	9.232e-04
GNAS	1.182e-01	3.104e-02
GPC3	-1.119e-01	4.122e-02
GPER1	1.320e-01	1.595e-02
GPS2	-8.978e-02	1.019e-01
GREM1	-3.802e-02	4.892e-01
GRIN2A	-1.289e-01	1.863e-02
GRM3	-7.610e-02	1.659e-01
GSK3B	1.280e-02	8.160e-01
GSTP1	1.487e-01	6.573e-03
H3F3A	3.441e-02	5.315e-01
H3F3C	5.943e-02	2.795e-01
HAS3	-8.724e-02	1.121e-01
HAVCR2	6.831e-02	2.138e-01
HDAC1	-2.008e-02	7.150e-01
HDAC2	-1.363e-01	1.281e-02
HDAC3	3.593e-02	5.135e-01
HDAC4	1.343e-01	1.417e-02
HDAC5	1.592e-01	3.572e-03
HGF	-1.677e-01	2.143e-03
HIF1A	6.291e-02	2.523e-01
HIST1H1C	1.179e-01	3.143e-02
HIST1H1E	-1.197e-01	2.900e-02
HIST1H2BD	8.324e-02	1.295e-01
HIST1H3F	-9.406e-02	8.657e-02
HIST1H4E	-4.790e-02	3.836e-01
HIST3H3	1.379e-01	1.179e-02
HLA-A	3.556e-02	5.179e-01
HLA-B	2.683e-02	6.257e-01
HLA-C	-2.284e-02	6.779e-01
HLA-DMA	9.703e-03	8.600e-01
HLA-DMB	1.328e-02	8.093e-01
HLA-DOA	5.297e-02	3.353e-01
HLA-DOB	-5.297e-02	3.353e-01
HLA-DPA1	4.325e-02	4.315e-01
HLA-DPB1	7.240e-02	1.875e-01
HLA-DQA1	2.244e-01	3.586e-05
HLA-DQA2	6.403e-02	2.439e-01
HLA-DQB1	-2.098e-01	1.148e-04
HLA-DQB2	1.662e-02	7.626e-01
HLA-DRA	1.251e-01	2.238e-02
HLA-DRB1	-2.085e-01	1.264e-04
HLA-DRB5	-1.665e-01	2.306e-03
HLA-E	-1.068e-01	5.154e-02
HLA-F	-2.169e-01	6.590e-05
HLA-G	6.880e-02	2.105e-01
HNF1A	-1.410e-01	1.000e-02
HNF1B	1.542e-01	4.786e-03
HOXB13	-2.345e-02	6.699e-01
HRAS	2.885e-01	8.357e-08
HSD3B1	-2.001e-01	2.379e-04
HSP90AA1	-3.513e-03	9.491e-01
HSPH1	1.457e-01	7.744e-03
IDH1	6.868e-02	2.113e-01
IDH2	-4.500e-02	4.131e-01
IDO1	1.222e-01	2.571e-02
IFIT1	7.945e-02	1.480e-01
IFIT2	7.830e-02	1.540e-01
IFIT3	-4.885e-02	3.742e-01
IFNAR1	8.635e-02	1.158e-01
IFNAR2	-2.015e-01	2.149e-04
IFNGR1	-1.943e-01	3.629e-04
IFNGR2	1.244e-01	2.321e-02
IFNL3	-1.768e-01	1.193e-03
IGF1	3.912e-02	4.768e-01
IGF1R	-5.686e-02	3.009e-01
IGF2	-5.995e-02	2.754e-01
IKBKE	2.372e-01	1.219e-05
IKZF1	2.223e-01	4.280e-05
IKZF3	-8.087e-02	1.408e-01
IL10RA	-1.153e-01	3.544e-02
IL15	nan	nan
IL2RA	-3.634e-03	9.473e-01
IL6R	-2.279e-01	2.686e-05
IL7R	1.280e-01	1.942e-02
ING1	2.044e-01	1.733e-04
INHBA	-8.527e-02	1.204e-01
INPP4A	5.412e-02	3.248e-01
INPP4B	-7.239e-02	1.876e-01
INPPL1	-6.197e-02	2.595e-01
INSR	7.288e-02	1.846e-01
IRF1	-4.378e-02	4.258e-01
IRF2	2.454e-02	6.555e-01
IRF4	1.232e-01	2.454e-02
IRS1	-8.371e-02	1.274e-01
IRS2	1.717e-01	1.659e-03
ITPKB	-6.064e-02	2.698e-01
JAK1	-1.817e-01	8.632e-04
JAK2	-7.256e-02	1.865e-01
JAK3	1.489e-01	6.477e-03
JUN	1.441e-01	8.473e-03
KAT6A	-8.949e-02	1.031e-01
KDM5A	-4.461e-02	4.171e-01
KDM5C	-1.609e-01	3.232e-03
KDM6A	1.497e-01	6.187e-03
KDM6B	-1.652e-01	2.500e-03
KDR	8.448e-02	1.239e-01
KEAP1	5.929e-02	2.807e-01
KEL	-2.026e-01	1.972e-04
KIF1B	3.036e-01	1.571e-08
KIT	9.535e-02	8.232e-02
KLF4	9.224e-02	9.287e-02
KLHL6	1.396e-01	1.075e-02
KLLN	1.585e-01	3.729e-03
KMT2A	-9.668e-02	7.811e-02
KMT2B	-2.763e-01	3.013e-07
KMT2C	-4.151e-02	4.503e-01
KMT2D	-1.041e-01	5.784e-02
KRAS	-2.235e-01	3.862e-05
LAG3	-1.455e-02	7.914e-01
LATS1	-1.597e-01	3.473e-03
LATS2	1.971e-01	2.969e-04
LDLR	1.327e-01	1.539e-02
LEF1	4.359e-02	4.279e-01
LMNA	2.078e-01	1.336e-04
LMO1	-1.451e-01	8.002e-03
LRP1B	-3.300e-02	5.484e-01
LYN	7.252e-02	1.868e-01
LZTR1	1.115e-01	4.197e-02
MAD2L2	-1.772e-01	1.165e-03
MAF	-5.178e-03	9.250e-01
MAFB	-5.423e-02	3.238e-01
MAGI2	-1.522e-01	5.378e-03
MALT1	2.567e-02	6.406e-01
MAP2K1	3.225e-02	5.576e-01
MAP2K2	-8.994e-02	1.013e-01
MAP2K4	-9.390e-02	8.710e-02
MAP3K1	-5.561e-03	9.195e-01
MAP3K7	5.273e-03	9.236e-01
MAPK1	-2.045e-02	7.100e-01
MAX	-9.534e-02	8.234e-02
MC1R	1.306e-01	1.711e-02
MCL1	-1.889e-01	5.302e-04
MDC1	-2.412e-03	9.650e-01
MDM2	5.726e-02	2.975e-01
MDM4	1.281e-01	1.937e-02
MECOM	-2.362e-01	1.330e-05
MED1	-5.014e-02	3.617e-01
MED12	-2.157e-01	7.227e-05
MEF2B	7.491e-02	1.726e-01
MEN1	9.029e-02	1.000e-01
MET	8.714e-02	1.125e-01
MGA	-8.457e-02	1.235e-01
MGMT	1.156e-01	3.498e-02
MIB1	1.255e-01	2.199e-02
MITF	-5.180e-02	3.460e-01
MKI67	3.036e-04	9.956e-01
MLH1	6.622e-02	2.282e-01
MLH3	-9.721e-03	8.597e-01
MLLT3	-1.087e-01	4.751e-02
MPL	1.816e-01	8.725e-04
MRE11	1.505e-01	5.914e-03
MS4A1	-5.098e-02	3.537e-01
MSH2	-1.787e-01	1.058e-03
MSH3	-9.779e-02	7.475e-02
MSH6	-3.971e-02	4.702e-01
MST1	1.773e-01	1.160e-03
MST1R	1.442e-01	8.423e-03
MTA1	2.045e-01	1.711e-04
MTAP	-2.441e-01	6.589e-06
MTHFR	-1.310e-01	1.680e-02
MTOR	3.146e-01	4.371e-09
MTRR	-1.283e-01	1.916e-02
MUTYH	-1.254e-01	2.211e-02
MYB	-2.916e-01	5.976e-08
MYC	2.183e-01	5.877e-05
MYCL	1.773e-01	1.156e-03
MYCN	8.216e-02	1.346e-01
MYD88	5.938e-03	9.140e-01
MYH11	-1.497e-02	7.856e-01
MYOD1	1.799e-01	9.736e-04
NBN	4.674e-03	9.323e-01
NCOA3	-1.303e-01	1.735e-02
NCOR1	-1.133e-01	3.886e-02
NCOR2	1.534e-01	5.039e-03
NEGR1	-1.624e-01	2.953e-03
NF1	1.863e-01	6.322e-04
NF2	5.446e-02	3.217e-01
NFE2L2	3.200e-02	5.606e-01
NFKBIA	-5.068e-02	3.565e-01
NHP2	5.711e-04	9.917e-01
NKX2-1	-6.046e-02	2.713e-01
NKX3-1	-2.197e-01	5.267e-05
NOTCH1	3.177e-02	5.634e-01
NOTCH2	2.482e-02	6.518e-01
NOTCH3	-2.226e-01	4.145e-05
NOTCH4	-1.590e-01	3.630e-03
NPM1	-1.140e-01	3.752e-02
NQO1	-2.904e-02	5.975e-01
NRAS	-2.803e-02	6.103e-01
NRG1	1.742e-01	1.415e-03
NRIP1	-2.098e-01	1.148e-04
NSD1	-8.258e-02	1.326e-01
NSD2	-7.965e-02	1.470e-01
NT5C2	8.150e-02	1.378e-01
NTHL1	5.143e-02	3.494e-01
NTRK1	-2.046e-03	9.703e-01
NTRK2	-5.132e-02	3.505e-01
NTRK3	4.774e-03	9.308e-01
NUDT15	-1.061e-01	5.315e-02
NUP93	-2.992e-02	5.864e-01
NUP98	-1.330e-01	1.513e-02
P2RY8	-1.747e-01	1.367e-03
PA2G4	2.706e-02	6.227e-01
PAK1	-1.444e-01	8.322e-03
PAK3	1.796e-01	9.937e-04
PAK5	1.482e-03	9.785e-01
PALB2	-1.125e-01	4.024e-02
PALLD	4.712e-02	3.914e-01
PARK2	9.857e-02	7.243e-02
PARP1	-1.125e-02	8.380e-01
PAX5	4.743e-02	3.883e-01
PAX7	1.939e-01	3.726e-04
PAX8	-2.777e-02	6.135e-01
PBRM1	-1.625e-02	7.677e-01
PCBP1	-1.462e-01	7.547e-03
PDCD1	-3.854e-02	4.834e-01
PDCD1LG2	5.512e-02	3.159e-01
PDGFRA	-5.792e-02	2.919e-01
PDGFRB	-6.580e-02	2.311e-01
PDK1	2.428e-02	6.589e-01
PDPK1	-7.073e-02	1.979e-01
PELP1	-1.299e-01	1.773e-02
PGR	5.215e-02	3.428e-01
PHB2	-4.849e-04	9.930e-01
PHF6	8.057e-02	1.424e-01
PHOX2B	2.260e-01	3.146e-05
PIAS4	1.249e-01	2.266e-02
PIK3C2B	-2.382e-02	6.649e-01
PIK3C2G	2.992e-02	5.865e-01
PIK3C3	2.049e-01	1.668e-04
PIK3CA	-1.536e-02	7.801e-01
PIK3CB	1.820e-01	8.495e-04
PIK3CD	-1.822e-01	8.347e-04
PIK3CG	-3.365e-02	5.406e-01
PIK3R1	-1.057e-02	8.476e-01
PIK3R2	-1.773e-02	7.472e-01
PIK3R3	2.291e-01	2.439e-05
PIM1	-1.712e-01	1.711e-03
PLCG2	1.093e-01	4.619e-02
PLK2	-1.745e-01	1.392e-03
PML	1.420e-01	9.451e-03
PMS1	5.104e-02	3.531e-01
PMS2	-1.295e-01	1.809e-02
PNRC1	2.013e-03	9.708e-01
POLD1	-2.227e-01	4.129e-05
POLE	-1.551e-01	4.565e-03
POLH	-1.606e-01	3.289e-03
POT1	1.121e-01	4.084e-02
POU2F2	5.437e-03	9.213e-01
PPP1CA	-1.634e-01	2.781e-03
PPP1CB	-1.744e-01	1.402e-03
PPP1CC	-1.199e-01	2.874e-02
PPP1R15A	-4.083e-02	4.577e-01
PPP2CA	-7.433e-03	8.925e-01
PPP2CB	1.449e-01	8.073e-03
PPP2R1A	6.011e-02	2.740e-01
PPP2R1B	-2.226e-03	9.677e-01
PPP2R2A	-2.486e-01	4.414e-06
PPP6C	-3.943e-02	4.733e-01
PRAME	-3.413e-02	5.349e-01
PRCC	-9.392e-02	8.705e-02
PRDM1	-8.566e-03	8.762e-01
PREX2	-2.966e-02	5.897e-01
PRF1	-9.267e-02	9.135e-02
PRKAR1A	5.548e-02	3.128e-01
PRKCI	-1.792e-01	1.021e-03
PRKCZ	-2.466e-02	6.539e-01
PRKDC	1.307e-01	1.704e-02
PRPF40B	-5.453e-02	3.212e-01
PRSS1	6.321e-02	2.500e-01
PRSS2	-7.108e-02	1.957e-01
PRSS8	-4.654e-02	3.973e-01
PTCH1	5.677e-02	3.017e-01
PTCH2	-3.870e-02	4.816e-01
PTEN	-2.069e-01	1.430e-04
PTK2	1.608e-01	3.254e-03
PTPN11	-8.195e-02	1.356e-01
PTPN13	-2.069e-01	1.434e-04
PTPN22	5.860e-02	2.863e-01
PTPRD	1.228e-01	2.505e-02
QKI	-7.237e-02	1.877e-01
RAB35	-1.533e-01	5.060e-03
RAC1	1.228e-01	2.504e-02
RAD21	1.611e-01	3.193e-03
RAD50	-2.680e-02	6.260e-01
RAD51	nan	nan
RAD51B	-1.818e-01	8.572e-04
RAD51C	-3.902e-02	4.780e-01
RAD51D	-1.476e-01	6.965e-03
RAD52	1.098e-02	8.417e-01
RAD54L	2.615e-02	6.345e-01
RAF1	1.958e-01	3.255e-04
RANBP2	1.229e-02	8.232e-01
RARA	9.597e-02	8.034e-02
RASA1	-4.003e-02	4.666e-01
RB1	4.897e-01	1.745e-21
RBL1	-1.828e-01	8.043e-04
RBL2	2.380e-02	6.653e-01
RBM10	1.080e-01	4.898e-02
RECQL4	2.405e-02	6.619e-01
REL	-2.778e-02	6.135e-01
RET	-1.300e-02	8.132e-01
RHOA	1.191e-02	8.286e-01
RHPN2	-4.252e-02	4.393e-01
RICTOR	-8.697e-02	1.132e-01
RINT1	-5.631e-02	3.056e-01
RIT1	-1.113e-01	4.237e-02
RNF139	-7.413e-02	1.771e-01
RNF43	5.847e-02	2.874e-01
ROS1	-1.004e-02	8.551e-01
RPL5	1.207e-01	2.767e-02
RPS15	-1.554e-01	4.479e-03
RPS6KA4	7.370e-02	1.797e-01
RPS6KB1	8.340e-02	1.288e-01
RPS6KB2	5.841e-02	2.879e-01
RPTOR	-1.749e-01	1.352e-03
RSF1	2.491e-01	4.187e-06
RUNX1	2.226e-01	4.164e-05
RUNX1T1	-1.782e-01	1.088e-03
RXRA	9.187e-02	9.418e-02
SCG5	-1.510e-01	5.774e-03
SDHA	1.567e-01	4.142e-03
SDHAF2	-1.541e-03	9.777e-01
SDHB	1.457e-01	7.755e-03
SDHC	1.630e-01	2.859e-03
SDHD	-1.101e-01	4.462e-02
SEC23B	-8.028e-02	1.438e-01
SEMA3C	-3.331e-02	5.447e-01
SETBP1	-9.297e-02	9.031e-02
SETD2	-4.134e-04	9.940e-01
SF1	1.340e-01	1.441e-02
SF3B1	1.868e-02	7.342e-01
SGK1	-6.769e-02	2.180e-01
SH2B3	-7.345e-02	1.812e-01
SH2D1A	-1.548e-01	4.628e-03
SHQ1	-7.188e-02	1.907e-01
SKP1	5.712e-02	2.986e-01
SLC26A3	1.693e-01	1.933e-03
SLC47A2	3.434e-02	5.323e-01
SLIT2	1.153e-01	3.549e-02
SLX4	2.561e-02	6.415e-01
SMAD2	-9.963e-02	6.940e-02
SMAD3	6.428e-02	2.421e-01
SMAD4	3.721e-02	4.986e-01
SMARCA1	1.083e-01	4.822e-02
SMARCA4	1.458e-01	7.692e-03
SMARCB1	4.096e-02	4.563e-01
SMARCE1	-1.449e-02	7.922e-01
SMC1A	5.857e-02	2.866e-01
SMC3	-1.207e-01	2.769e-02
SMO	-2.117e-02	7.003e-01
SNCAIP	-1.014e-01	6.448e-02
SOCS1	-8.916e-02	1.043e-01
SOD2	7.861e-02	1.523e-01
SOX10	8.169e-03	8.819e-01
SOX17	-5.963e-02	2.779e-01
SOX2	-2.806e-01	1.930e-07
SOX9	-1.838e-01	7.517e-04
SPEN	1.924e-01	4.140e-04
SPINK1	nan	nan
SPOP	-1.658e-01	2.410e-03
SPRED1	1.616e-01	3.107e-03
SPTA1	9.179e-02	9.447e-02
SQSTM1	8.090e-02	1.407e-01
SRC	-1.101e-01	4.473e-02
SRSF2	-7.653e-02	1.635e-01
STAG1	7.915e-02	1.495e-01
STAG2	-1.637e-01	2.729e-03
STAT3	-1.668e-01	2.261e-03
STAT4	1.419e-01	9.531e-03
STAT5A	-1.352e-02	8.059e-01
STAT5B	1.507e-01	5.862e-03
STAT6	-2.970e-02	5.891e-01
STK11	-4.478e-03	9.351e-01
SUFU	-7.879e-02	1.514e-01
SUZ12	-1.648e-01	2.558e-03
SYK	1.004e-01	6.726e-02
TAF1	-5.626e-02	3.060e-01
TANC1	1.553e-01	4.509e-03
TAP1	4.128e-02	4.528e-01
TAP2	1.450e-01	8.026e-03
TBC1D12	-2.120e-02	6.999e-01
TBL1XR1	-2.523e-01	3.113e-06
TBX3	1.275e-01	1.994e-02
TCF3	-9.145e-02	9.572e-02
TCF7L2	6.735e-03	9.025e-01
TCL1A	1.063e-01	5.252e-02
TERT	1.341e-01	1.433e-02
TET1	1.042e-01	5.744e-02
TET2	1.462e-02	7.904e-01
TFDP1	-1.481e-01	6.797e-03
TFF1	1.410e-01	1.001e-02
TGFBR1	-1.402e-01	1.043e-02
TGFBR2	-1.647e-01	2.564e-03
TIGIT	-1.641e-01	2.673e-03
TLR4	3.199e-03	9.536e-01
TMEM127	-8.922e-03	8.711e-01
TMEM173	-7.796e-02	1.558e-01
TMPRSS2	-9.336e-02	8.894e-02
TNF	1.498e-01	6.178e-03
TNFAIP3	-1.482e-02	7.876e-01
TNFRSF14	1.218e-01	2.628e-02
TNFRSF17	-1.388e-01	1.121e-02
TNFRSF9	-2.579e-02	6.391e-01
TOP1	1.194e-01	2.938e-02
TOP2A	-2.439e-02	6.575e-01
TP53	-2.136e-01	8.564e-05
TP63	1.620e-01	3.027e-03
TPM1	7.682e-03	8.889e-01
TPMT	6.595e-03	9.046e-01
TPRX1	-1.020e-01	6.298e-02
TRAF2	-1.089e-01	4.716e-02
TRAF3	-4.820e-02	3.806e-01
TRAF7	1.005e-01	6.702e-02
TSC1	1.715e-01	1.682e-03
TSC2	-4.176e-02	4.475e-01
TSHR	-1.695e-01	1.910e-03
TUSC3	-1.777e-01	1.130e-03
TYMS	-2.138e-03	9.690e-01
U2AF1	-1.488e-01	6.512e-03
UBE2T	1.499e-01	6.146e-03
UMPS	-5.789e-02	2.922e-01
UPF1	-2.456e-02	6.552e-01
VEGFA	1.415e-01	9.706e-03
VHL	-6.082e-04	9.912e-01
VSIR	-1.306e-01	1.711e-02
