Gene	Rho	P_val
CDK5	-6.680e-02	2.241e-01
CDK6	-3.296e-02	5.490e-01
CDK8	2.113e-01	1.024e-04
CDKN1A	7.621e-02	1.653e-01
CDKN1B	-6.955e-02	2.055e-01
CDKN1C	-1.607e-01	3.281e-03
CDKN2A	-2.808e-01	1.889e-07
CDKN2B	2.946e-01	4.305e-08
CDKN2C	7.306e-02	1.835e-01
CEBPA	8.853e-02	1.068e-01
CEP57	-3.304e-02	5.480e-01
CFTR	-2.145e-01	7.943e-05
CHD2	-6.389e-02	2.450e-01
CHD4	1.578e-01	3.894e-03
CHEK1	8.020e-02	1.442e-01
CHEK2	-4.867e-02	3.760e-01
CIC	6.262e-02	2.545e-01
CIITA	1.438e-02	7.938e-01
CKS1B	7.391e-02	1.784e-01
CREBBP	-1.459e-02	7.908e-01
CRKL	-1.035e-01	5.933e-02
CRLF2	9.242e-02	9.223e-02
CSF1R	-1.563e-02	7.763e-01
CSF3R	9.760e-02	7.530e-02
CTC1	2.805e-02	6.101e-01
CTCF	2.031e-02	7.119e-01
CTLA4	-2.120e-01	9.715e-05
CTNNA1	-7.132e-02	1.942e-01
CTNNB1	1.939e-02	7.245e-01
CTRC	-1.511e-01	5.722e-03
CUL3	-1.539e-01	4.887e-03
CUX1	7.693e-02	1.613e-01
CXCR4	1.410e-02	7.977e-01
CYLD	9.300e-02	9.018e-02
CYP1B1	1.636e-02	7.662e-01
CYP2D6	4.043e-02	4.621e-01
CYP3A5	6.493e-02	2.373e-01
DAXX	-1.666e-01	2.289e-03
DDB2	-1.220e-01	2.600e-02
DDR2	-9.624e-02	7.948e-02
DDX3X	3.994e-02	4.676e-01
DICER1	1.860e-01	6.457e-04
DIS3	-2.794e-01	2.186e-07
DIS3L2	-1.079e-01	4.919e-02
DKC1	-1.169e-01	3.291e-02
DMD	-5.044e-02	3.588e-01
DNM2	-1.302e-01	1.742e-02
DNMT1	-5.642e-02	3.046e-01
DNMT3A	-6.208e-02	2.586e-01
DNMT3B	-1.665e-01	2.297e-03
DOT1L	-9.409e-02	8.645e-02
DPYD	-6.506e-02	2.364e-01
DYNC2H1	-1.335e-02	8.082e-01
E2F1	1.442e-01	8.421e-03
E2F2	1.076e-01	4.969e-02
E2F3	-5.715e-02	2.984e-01
E2F4	-7.000e-03	8.987e-01
E2F5	2.816e-02	6.087e-01
E2F6	-1.113e-01	4.240e-02
EBF1	6.045e-02	2.713e-01
ECT2L	-1.197e-01	2.891e-02
EED	-2.800e-02	6.106e-01
EGF	5.457e-02	3.208e-01
EGFL7	-1.295e-01	1.808e-02
EGFR	-7.882e-03	8.861e-01
EGLN1	-2.156e-03	9.687e-01
ELF3	-1.052e-01	5.506e-02
ELOC	3.974e-02	4.698e-01
EMSY	1.364e-01	1.271e-02
ENG	-9.322e-02	8.944e-02
EP300	-5.517e-02	3.155e-01
EPCAM	2.617e-01	1.278e-06
EPHA2	-1.424e-01	9.285e-03
EPHA3	5.417e-02	3.243e-01
EPHA5	1.575e-01	3.955e-03
EPHA7	1.273e-01	2.012e-02
EPHB1	1.778e-01	1.122e-03
EPHB2	1.061e-01	5.315e-02
EPOR	2.431e-02	6.585e-01
ERBB2	-7.039e-02	2.001e-01
ERBB3	5.401e-02	3.258e-01
ERBB4	9.809e-02	7.385e-02
ERCC1	-9.561e-02	8.147e-02
ERCC2	-1.944e-02	7.238e-01
ERCC3	7.166e-02	1.921e-01
ERCC4	9.104e-02	9.720e-02
ERCC5	1.437e-01	8.637e-03
ERCC6	-6.513e-02	2.359e-01
ERG	-1.923e-01	4.164e-04
ERRFI1	-1.054e-01	5.467e-02
ESR1	-9.999e-02	6.841e-02
ESR2	-8.554e-02	1.192e-01
ETS1	-1.284e-01	1.910e-02
ETS2	8.886e-02	1.055e-01
ETV1	1.043e-01	5.731e-02
ETV4	1.558e-01	4.378e-03
ETV5	-2.018e-01	2.097e-04
ETV6	-1.484e-01	6.655e-03
EWSR1	-1.092e-02	8.427e-01
EXT2	6.707e-03	9.030e-01
EZH2	2.508e-02	6.484e-01
FAM46C	-4.674e-02	3.953e-01
FANCA	-7.316e-03	8.942e-01
FANCB	-4.534e-02	4.096e-01
FANCC	3.923e-02	4.756e-01
FANCD2	-8.532e-03	8.767e-01
FANCE	-9.117e-02	9.674e-02
FANCF	-1.252e-01	2.233e-02
FANCG	-1.386e-01	1.137e-02
FANCI	2.121e-02	6.998e-01
FANCL	-1.405e-01	1.025e-02
FANCM	1.172e-01	3.251e-02
FAS	1.959e-03	9.716e-01
FAT1	-1.048e-01	5.605e-02
FBXO11	-1.411e-02	7.975e-01
FBXW7	-1.772e-01	1.166e-03
FCGR2A	-4.172e-02	4.480e-01
FCGR3A	2.311e-02	6.743e-01
FDPS	6.229e-02	2.570e-01
FGF1	1.646e-01	2.587e-03
FGF10	2.542e-01	2.626e-06
FGF14	2.407e-01	8.970e-06
FGF19	3.281e-02	5.507e-01
FGF2	-4.548e-02	4.081e-01
FGF23	-1.401e-01	1.051e-02
FGF3	-2.581e-02	6.389e-01
FGF4	5.648e-03	9.182e-01
FGF5	7.066e-02	1.984e-01
FGF6	-1.356e-01	1.327e-02
FGF7	-1.884e-02	7.319e-01
FGF8	4.015e-03	9.418e-01
FGF9	7.245e-02	1.872e-01
FGFR1	-4.162e-02	4.491e-01
FGFR2	1.781e-02	7.460e-01
FGFR3	-5.207e-02	3.435e-01
FGFR4	-2.483e-02	6.516e-01
FH	-8.509e-02	1.212e-01
FHIT	-1.672e-01	2.199e-03
FLCN	5.383e-03	9.220e-01
FLG	-2.824e-01	1.601e-07
FLT1	3.139e-02	5.682e-01
FLT3	1.493e-01	6.356e-03
FLT4	-1.088e-01	4.720e-02
FNTB	-1.541e-01	4.825e-03
FOXA1	1.371e-01	1.224e-02
FOXL2	-1.417e-01	9.625e-03
FOXO1	-1.089e-02	8.430e-01
FOXO3	-3.941e-02	4.735e-01
FOXP1	-7.068e-02	1.983e-01
FOXQ1	4.476e-02	4.156e-01
FRS2	1.085e-01	4.786e-02
FUBP1	8.879e-02	1.058e-01
FUS	-1.666e-01	2.282e-03
FYN	-6.797e-02	2.161e-01
G6PD	-3.746e-02	4.957e-01
GABRA6	-8.199e-02	1.354e-01
GALNT12	3.147e-02	5.671e-01
GATA1	-3.093e-02	5.739e-01
GATA2	-1.149e-03	9.833e-01
GATA3	-6.520e-02	2.354e-01
GATA4	3.581e-02	5.150e-01
GATA6	2.210e-01	4.757e-05
GEN1	1.607e-01	3.278e-03
GID4	8.503e-02	1.215e-01
GLI1	-2.355e-01	1.407e-05
GLI2	-1.428e-01	9.063e-03
GLI3	-1.689e-01	1.984e-03
GNA11	-2.209e-02	6.880e-01
GNA13	1.579e-01	3.860e-03
GNAQ	8.063e-03	8.835e-01
GNAS	-1.984e-01	2.684e-04
GPC3	-1.093e-01	4.626e-02
GPER1	1.391e-01	1.106e-02
GPS2	1.453e-01	7.911e-03
GREM1	-9.244e-02	9.215e-02
GRIN2A	2.292e-02	6.768e-01
GRM3	-1.475e-01	7.019e-03
GSK3B	-1.721e-01	1.622e-03
GSTP1	1.313e-02	8.113e-01
H3F3A	-4.268e-02	4.376e-01
H3F3C	-2.062e-02	7.077e-01
HAS3	2.886e-02	5.998e-01
HAVCR2	-6.710e-02	2.220e-01
HDAC1	1.989e-02	7.176e-01
HDAC2	7.247e-02	1.871e-01
HDAC3	-1.379e-01	1.179e-02
HDAC4	-9.522e-02	8.275e-02
HDAC5	1.833e-02	7.389e-01
HGF	-7.206e-04	9.895e-01
HIF1A	1.209e-01	2.736e-02
HIST1H1C	1.054e-03	9.847e-01
HIST1H1E	-1.248e-01	2.270e-02
HIST1H2BD	-4.162e-02	4.491e-01
HIST1H3F	-6.854e-02	2.122e-01
HIST1H4E	6.025e-04	9.913e-01
HIST3H3	-1.590e-01	3.625e-03
HLA-A	1.787e-02	7.452e-01
HLA-B	-6.774e-03	9.020e-01
HLA-C	5.331e-02	3.321e-01
HLA-DMA	-5.558e-02	3.119e-01
HLA-DMB	5.882e-02	2.845e-01
HLA-DOA	1.306e-01	1.711e-02
HLA-DOB	-1.306e-01	1.711e-02
HLA-DPA1	3.205e-02	5.601e-01
HLA-DPB1	1.954e-02	7.224e-01
HLA-DQA1	1.414e-01	9.781e-03
HLA-DQA2	1.753e-01	1.316e-03
HLA-DQB1	-1.738e-01	1.456e-03
HLA-DQB2	9.647e-02	7.878e-02
HLA-DRA	1.030e-01	6.054e-02
HLA-DRB1	-1.884e-01	5.500e-04
HLA-DRB5	-1.510e-01	5.776e-03
HLA-E	-1.196e-02	8.279e-01
HLA-F	-1.071e-01	5.087e-02
HLA-G	-4.588e-02	4.040e-01
HNF1A	9.035e-02	9.980e-02
HNF1B	-1.098e-02	8.418e-01
HOXB13	-1.518e-01	5.510e-03
HRAS	9.190e-02	9.407e-02
HSD3B1	-1.511e-01	5.736e-03
HSP90AA1	-8.126e-03	8.826e-01
HSPH1	-6.580e-02	2.311e-01
IDH1	-4.709e-02	3.917e-01
IDH2	4.604e-02	4.024e-01
IDO1	1.431e-01	8.915e-03
IFIT1	1.251e-01	2.244e-02
IFIT2	-9.487e-02	8.387e-02
IFIT3	1.023e-02	8.524e-01
IFNAR1	4.054e-02	4.609e-01
IFNAR2	-2.634e-02	6.320e-01
IFNGR1	-4.917e-02	3.711e-01
IFNGR2	2.043e-02	7.103e-01
IFNL3	-7.669e-02	1.626e-01
IGF1	-7.216e-02	1.890e-01
IGF1R	-1.400e-01	1.054e-02
IGF2	-1.479e-01	6.848e-03
IKBKE	3.652e-02	5.066e-01
IKZF1	9.179e-02	9.447e-02
IKZF3	6.680e-02	2.241e-01
IL10RA	-3.193e-02	5.615e-01
IL15	nan	nan
IL2RA	-3.870e-02	4.816e-01
IL6R	-1.257e-01	2.181e-02
IL7R	2.161e-01	7.042e-05
ING1	3.127e-01	5.480e-09
INHBA	-1.543e-01	4.780e-03
INPP4A	3.122e-02	5.703e-01
INPP4B	1.410e-01	1.000e-02
INPPL1	-4.120e-02	4.537e-01
INSR	4.160e-02	4.492e-01
IRF1	-4.658e-02	3.969e-01
IRF2	-4.792e-02	3.834e-01
IRF4	6.022e-02	2.732e-01
IRS1	-2.006e-01	2.297e-04
IRS2	2.014e-01	2.165e-04
ITPKB	-5.569e-02	3.110e-01
JAK1	-8.122e-02	1.391e-01
JAK2	-4.674e-02	3.952e-01
JAK3	-9.959e-02	6.952e-02
JUN	1.185e-01	3.069e-02
KAT6A	1.101e-01	4.465e-02
KDM5A	1.141e-01	3.738e-02
KDM5C	-2.876e-02	6.011e-01
KDM6A	-1.376e-02	8.025e-01
KDM6B	1.074e-01	5.026e-02
KDR	-1.633e-01	2.798e-03
KEAP1	-1.933e-01	3.877e-04
KEL	4.474e-02	4.157e-01
KIF1B	-3.998e-02	4.671e-01
KIT	-4.557e-02	4.072e-01
KLF4	1.261e-01	2.136e-02
KLHL6	9.323e-03	8.654e-01
KLLN	9.976e-02	6.903e-02
KMT2A	1.215e-01	2.666e-02
KMT2B	5.423e-03	9.215e-01
KMT2C	5.147e-02	3.491e-01
KMT2D	1.532e-02	7.806e-01
KRAS	-5.445e-02	3.219e-01
LAG3	-1.258e-01	2.169e-02
LATS1	2.049e-01	1.667e-04
LATS2	-7.749e-03	8.880e-01
LDLR	-4.361e-02	4.277e-01
LEF1	4.588e-02	4.040e-01
LMNA	-2.870e-02	6.018e-01
LMO1	9.807e-02	7.390e-02
LRP1B	1.248e-01	2.273e-02
LYN	-3.569e-02	5.164e-01
LZTR1	-2.635e-02	6.318e-01
MAD2L2	-2.164e-02	6.939e-01
MAF	-7.282e-02	1.850e-01
MAFB	-2.888e-01	8.111e-08
MAGI2	-1.649e-01	2.548e-03
MALT1	1.173e-01	3.233e-02
MAP2K1	3.291e-02	5.496e-01
MAP2K2	-3.186e-02	5.623e-01
MAP2K4	-5.484e-02	3.184e-01
MAP3K1	-9.230e-02	9.266e-02
MAP3K7	5.380e-02	3.277e-01
MAPK1	-3.229e-02	5.571e-01
MAX	-6.956e-02	2.055e-01
MC1R	1.322e-01	1.577e-02
MCL1	-9.605e-02	8.009e-02
MDC1	-1.324e-01	1.562e-02
MDM2	4.707e-02	3.919e-01
MDM4	-6.811e-02	2.151e-01
MECOM	-8.373e-02	1.273e-01
MED1	-1.171e-01	3.264e-02
MED12	-2.737e-02	6.188e-01
MEF2B	-1.050e-01	5.549e-02
MEN1	4.604e-02	4.023e-01
MET	-5.850e-02	2.871e-01
MGA	-9.953e-03	8.564e-01
MGMT	-8.414e-02	1.255e-01
MIB1	-5.702e-02	2.995e-01
MITF	-6.396e-02	2.445e-01
MKI67	1.589e-01	3.645e-03
MLH1	-8.038e-02	1.433e-01
MLH3	-1.322e-01	1.582e-02
MLLT3	-1.808e-02	7.424e-01
MPL	1.408e-01	1.010e-02
MRE11	6.653e-02	2.260e-01
MS4A1	-1.347e-02	8.065e-01
MSH2	-1.085e-01	4.795e-02
MSH3	1.141e-01	3.744e-02
MSH6	9.607e-02	8.001e-02
MST1	8.880e-02	1.058e-01
MST1R	-2.403e-02	6.621e-01
MTA1	5.483e-02	3.185e-01
MTAP	-2.176e-01	6.243e-05
MTHFR	5.597e-02	3.086e-01
MTOR	1.186e-01	3.044e-02
MTRR	-2.253e-01	3.335e-05
MUTYH	-1.439e-01	8.533e-03
MYB	-1.324e-01	1.559e-02
MYC	4.983e-02	3.647e-01
MYCL	1.150e-01	3.598e-02
MYCN	-1.039e-01	5.813e-02
MYD88	-4.894e-02	3.734e-01
MYH11	-1.549e-01	4.603e-03
MYOD1	5.510e-02	3.161e-01
NBN	-1.103e-03	9.840e-01
NCOA3	-2.690e-01	6.285e-07
NCOR1	6.669e-02	2.249e-01
NCOR2	-1.211e-01	2.711e-02
NEGR1	-1.453e-01	7.931e-03
NF1	-1.422e-01	9.361e-03
NF2	-6.627e-02	2.278e-01
NFE2L2	-9.450e-02	8.510e-02
NFKBIA	-1.866e-01	6.222e-04
NHP2	1.588e-01	3.664e-03
NKX2-1	-8.719e-02	1.122e-01
NKX3-1	-1.872e-01	5.964e-04
NOTCH1	-8.800e-02	1.090e-01
NOTCH2	1.393e-01	1.091e-02
NOTCH3	-3.253e-02	5.541e-01
NOTCH4	-3.570e-02	5.162e-01
NPM1	-1.154e-01	3.536e-02
NQO1	5.300e-02	3.349e-01
NRAS	1.970e-02	7.202e-01
NRG1	-9.289e-02	9.058e-02
NRIP1	-3.229e-02	5.571e-01
NSD1	6.857e-02	2.120e-01
NSD2	-1.152e-01	3.556e-02
NT5C2	-7.163e-02	1.923e-01
NTHL1	-1.527e-02	7.814e-01
NTRK1	-3.393e-02	5.373e-01
NTRK2	-6.845e-02	2.128e-01
NTRK3	1.974e-01	2.904e-04
NUDT15	-1.013e-01	6.491e-02
NUP93	3.579e-03	9.481e-01
NUP98	1.592e-01	3.587e-03
P2RY8	-1.175e-01	3.214e-02
PA2G4	5.053e-02	3.580e-01
PAK1	-1.309e-01	1.684e-02
PAK3	1.923e-01	4.182e-04
PAK5	5.616e-02	3.069e-01
PALB2	5.726e-02	2.975e-01
PALLD	6.903e-02	2.090e-01
PARK2	-1.077e-01	4.957e-02
PARP1	-2.032e-01	1.889e-04
PAX5	1.447e-01	8.169e-03
PAX7	-1.420e-02	7.963e-01
PAX8	-3.526e-02	5.214e-01
PBRM1	-2.547e-01	2.493e-06
PCBP1	-7.783e-02	1.565e-01
PDCD1	-3.675e-03	9.467e-01
PDCD1LG2	2.350e-02	6.691e-01
PDGFRA	-1.757e-01	1.283e-03
PDGFRB	1.760e-01	1.263e-03
PDK1	3.980e-02	4.691e-01
PDPK1	2.025e-01	1.996e-04
PELP1	2.312e-01	2.037e-05
PGR	1.675e-01	2.161e-03
PHB2	-6.938e-02	2.066e-01
PHF6	1.130e-01	3.925e-02
PHOX2B	-1.089e-01	4.706e-02
PIAS4	-4.843e-02	3.783e-01
PIK3C2B	1.802e-01	9.549e-04
PIK3C2G	1.485e-01	6.636e-03
PIK3C3	5.817e-02	2.898e-01
PIK3CA	-7.069e-02	1.982e-01
PIK3CB	7.057e-03	8.979e-01
PIK3CD	1.467e-01	7.331e-03
PIK3CG	-1.008e-01	6.623e-02
PIK3R1	-1.393e-01	1.093e-02
PIK3R2	8.734e-02	1.116e-01
PIK3R3	7.181e-02	1.912e-01
PIM1	-1.692e-01	1.944e-03
PLCG2	2.043e-01	1.745e-04
PLK2	1.068e-01	5.158e-02
PML	4.639e-02	3.987e-01
PMS1	-7.790e-02	1.561e-01
PMS2	-1.437e-01	8.615e-03
PNRC1	-1.336e-02	8.081e-01
POLD1	3.491e-02	5.256e-01
POLE	1.063e-01	5.253e-02
POLH	1.091e-01	4.673e-02
POT1	4.004e-03	9.420e-01
POU2F2	-4.731e-02	3.894e-01
PPP1CA	-4.074e-02	4.588e-01
PPP1CB	-1.629e-01	2.872e-03
PPP1CC	-4.187e-02	4.464e-01
PPP1R15A	3.349e-03	9.515e-01
PPP2CA	-1.163e-01	3.385e-02
PPP2CB	1.611e-02	7.696e-01
PPP2R1A	-1.278e-01	1.970e-02
PPP2R1B	1.676e-02	7.606e-01
PPP2R2A	-1.552e-01	4.522e-03
PPP6C	2.020e-02	7.135e-01
PRAME	2.782e-03	9.597e-01
PRCC	-1.721e-02	7.543e-01
PRDM1	8.069e-02	1.417e-01
PREX2	1.002e-01	6.795e-02
PRF1	-2.290e-02	6.771e-01
PRKAR1A	4.224e-02	4.424e-01
PRKCI	-2.362e-02	6.675e-01
PRKCZ	1.354e-01	1.343e-02
PRKDC	-4.729e-02	3.897e-01
PRPF40B	-6.428e-03	9.070e-01
PRSS1	9.019e-02	1.004e-01
PRSS2	-1.386e-01	1.133e-02
PRSS8	-9.761e-02	7.529e-02
PTCH1	-3.229e-02	5.570e-01
PTCH2	1.311e-01	1.667e-02
PTEN	-1.601e-01	3.402e-03
PTK2	-4.832e-02	3.794e-01
PTPN11	-9.000e-02	1.011e-01
PTPN13	5.408e-02	3.252e-01
PTPN22	1.422e-01	9.356e-03
PTPRD	-4.380e-02	4.257e-01
QKI	3.146e-02	5.673e-01
RAB35	9.278e-02	9.095e-02
RAC1	1.313e-01	1.655e-02
RAD21	8.823e-02	1.080e-01
RAD50	2.091e-01	1.207e-04
RAD51	nan	nan
RAD51B	-2.129e-01	9.002e-05
RAD51C	-1.315e-01	1.632e-02
RAD51D	-1.184e-02	8.296e-01
RAD52	1.215e-01	2.666e-02
RAD54L	-1.952e-01	3.403e-04
RAF1	1.348e-01	1.379e-02
RANBP2	2.047e-01	1.696e-04
RARA	5.760e-02	2.946e-01
RASA1	1.778e-01	1.122e-03
RB1	4.887e-01	2.179e-21
RBL1	-5.536e-02	3.138e-01
RBL2	-5.109e-02	3.526e-01
RBM10	1.719e-02	7.547e-01
RECQL4	-3.178e-02	5.633e-01
REL	-7.025e-02	2.010e-01
RET	1.160e-01	3.427e-02
RHOA	-5.464e-02	3.202e-01
RHPN2	-5.019e-02	3.613e-01
RICTOR	-2.961e-01	3.667e-08
RINT1	-1.102e-01	4.458e-02
RIT1	-8.863e-03	8.720e-01
RNF139	-3.396e-02	5.369e-01
RNF43	-1.162e-01	3.408e-02
ROS1	-1.735e-02	7.524e-01
RPL5	1.074e-01	5.018e-02
RPS15	-5.455e-02	3.210e-01
RPS6KA4	-1.688e-03	9.755e-01
RPS6KB1	1.400e-01	1.056e-02
RPS6KB2	9.715e-02	7.666e-02
RPTOR	7.517e-02	1.711e-01
RSF1	1.031e-01	6.027e-02
RUNX1	5.760e-02	2.947e-01
RUNX1T1	-8.336e-02	1.290e-01
RXRA	4.367e-02	4.270e-01
SCG5	-4.481e-02	4.151e-01
SDHA	2.441e-01	6.619e-06
SDHAF2	3.501e-02	5.244e-01
SDHB	1.004e-01	6.736e-02
SDHC	3.845e-02	4.844e-01
SDHD	-6.483e-02	2.381e-01
SEC23B	-6.122e-03	9.114e-01
SEMA3C	-8.576e-02	1.183e-01
SETBP1	-1.396e-01	1.074e-02
SETD2	1.456e-01	7.808e-03
SF1	-7.765e-03	8.877e-01
SF3B1	-1.568e-01	4.116e-03
SGK1	-1.602e-01	3.365e-03
SH2B3	-1.461e-01	7.586e-03
SH2D1A	-1.143e-01	3.710e-02
SHQ1	1.283e-01	1.913e-02
SKP1	4.997e-03	9.276e-01
SLC26A3	5.039e-04	9.927e-01
SLC47A2	8.670e-02	1.143e-01
SLIT2	5.092e-02	3.543e-01
SLX4	-1.060e-01	5.341e-02
SMAD2	-1.848e-01	7.031e-04
SMAD3	-9.295e-02	9.038e-02
SMAD4	-1.905e-02	7.291e-01
SMARCA1	1.210e-01	2.731e-02
SMARCA4	-5.380e-02	3.277e-01
SMARCB1	8.035e-02	1.434e-01
SMARCE1	-6.591e-02	2.303e-01
SMC1A	4.289e-02	4.353e-01
SMC3	4.202e-02	4.447e-01
SMO	-1.778e-01	1.124e-03
SNCAIP	-7.633e-02	1.646e-01
SOCS1	-1.400e-01	1.053e-02
SOD2	1.335e-02	8.082e-01
SOX10	-1.150e-01	3.599e-02
SOX17	1.088e-02	8.432e-01
SOX2	-8.716e-02	1.124e-01
SOX9	4.034e-03	9.415e-01
SPEN	-4.616e-02	4.011e-01
SPINK1	nan	nan
SPOP	-5.140e-02	3.497e-01
SPRED1	-8.146e-02	1.380e-01
SPTA1	-7.949e-02	1.478e-01
SQSTM1	5.592e-02	3.090e-01
SRC	-2.150e-01	7.666e-05
SRSF2	-9.252e-02	9.187e-02
STAG1	2.305e-01	2.159e-05
STAG2	-1.407e-01	1.013e-02
STAT3	5.259e-03	9.238e-01
STAT4	7.292e-02	1.844e-01
STAT5A	-1.351e-03	9.804e-01
STAT5B	1.929e-01	3.990e-04
STAT6	1.584e-01	3.752e-03
STK11	-2.600e-02	6.363e-01
SUFU	-8.849e-02	1.070e-01
SUZ12	8.936e-02	1.036e-01
SYK	-2.008e-02	7.150e-01
TAF1	-1.248e-01	2.269e-02
TANC1	-1.214e-02	8.253e-01
TAP1	1.823e-02	7.403e-01
TAP2	1.770e-02	7.476e-01
TBC1D12	7.126e-02	1.946e-01
TBL1XR1	-7.326e-02	1.823e-01
TBX3	-7.549e-02	1.693e-01
TCF3	6.585e-02	2.308e-01
TCF7L2	2.859e-03	9.586e-01
TCL1A	3.116e-02	5.709e-01
TERT	3.199e-01	2.320e-09
TET1	-1.832e-01	7.813e-04
TET2	-5.958e-02	2.784e-01
TFDP1	-2.049e-01	1.671e-04
TFF1	8.585e-02	1.179e-01
TGFBR1	-1.250e-01	2.255e-02
TGFBR2	4.604e-02	4.024e-01
TIGIT	-6.448e-02	2.406e-01
TLR4	1.141e-01	3.740e-02
TMEM127	-6.426e-02	2.422e-01
TMEM173	0.000e+00	1.000e+00
TMPRSS2	-1.607e-01	3.268e-03
TNF	3.718e-02	4.990e-01
TNFAIP3	-1.602e-01	3.366e-03
TNFRSF14	1.444e-03	9.791e-01
TNFRSF17	1.108e-01	4.339e-02
TNFRSF9	8.765e-03	8.734e-01
TOP1	3.006e-01	2.206e-08
TOP2A	-1.444e-01	8.330e-03
TP53	-2.377e-01	1.167e-05
TP63	6.006e-02	2.745e-01
TPM1	-5.620e-02	3.065e-01
TPMT	-9.194e-02	9.394e-02
TPRX1	-4.880e-02	3.747e-01
TRAF2	1.374e-01	1.208e-02
TRAF3	-9.271e-02	9.121e-02
TRAF7	-3.167e-02	5.647e-01
TSC1	-8.925e-02	1.040e-01
TSC2	8.544e-02	1.197e-01
TSHR	-5.369e-02	3.287e-01
TUSC3	8.226e-03	8.811e-01
TYMS	-1.353e-01	1.350e-02
U2AF1	-8.650e-02	1.151e-01
UBE2T	4.218e-02	4.429e-01
UMPS	1.275e-02	8.167e-01
UPF1	-8.794e-02	1.092e-01
VEGFA	-1.119e-01	4.130e-02
