Gene	Rho	P_val
GATA1	-7.949e-02	1.478e-01
GATA2	1.039e-01	5.828e-02
GATA3	-6.674e-02	2.245e-01
GATA4	1.002e-01	6.792e-02
GATA6	2.518e-02	6.471e-01
GEN1	2.258e-01	3.212e-05
GID4	6.420e-03	9.071e-01
GLI1	-1.951e-02	7.228e-01
GLI2	4.252e-02	4.394e-01
GLI3	-4.602e-02	4.026e-01
GNA11	1.163e-01	3.384e-02
GNA13	1.018e-01	6.354e-02
GNAQ	-7.594e-02	1.668e-01
GNAS	-7.084e-02	1.973e-01
GPC3	-8.103e-02	1.401e-01
GPER1	1.212e-01	2.703e-02
GPS2	1.590e-02	7.725e-01
GREM1	9.776e-03	8.589e-01
GRIN2A	8.635e-02	1.158e-01
GRM3	-1.128e-01	3.965e-02
GSK3B	-6.230e-02	2.569e-01
GSTP1	7.853e-02	1.528e-01
H3F3A	-5.880e-03	9.149e-01
H3F3C	4.043e-04	9.941e-01
HAS3	6.909e-02	2.085e-01
HAVCR2	-8.008e-03	8.843e-01
HDAC1	9.102e-03	8.686e-01
HDAC2	3.208e-02	5.597e-01
HDAC3	-1.275e-01	1.992e-02
HDAC4	1.653e-02	7.638e-01
HDAC5	1.416e-02	7.968e-01
HGF	4.193e-02	4.457e-01
HIF1A	3.952e-02	4.724e-01
HIST1H1C	9.309e-02	8.990e-02
HIST1H1E	-5.419e-02	3.242e-01
HIST1H2BD	3.632e-02	5.090e-01
HIST1H3F	-6.223e-02	2.575e-01
HIST1H4E	3.585e-02	5.145e-01
HIST3H3	9.606e-02	8.006e-02
HLA-A	-6.404e-02	2.439e-01
HLA-B	-3.398e-02	5.366e-01
HLA-C	-1.368e-02	8.036e-01
HLA-DMA	-5.755e-02	2.950e-01
HLA-DMB	1.032e-01	5.997e-02
HLA-DOA	1.338e-01	1.453e-02
HLA-DOB	-1.338e-01	1.453e-02
HLA-DPA1	-8.393e-02	1.264e-01
HLA-DPB1	-4.181e-02	4.470e-01
HLA-DQA1	1.158e-01	3.467e-02
HLA-DQA2	1.381e-01	1.165e-02
HLA-DQB1	-1.038e-01	5.844e-02
HLA-DQB2	1.001e-01	6.818e-02
HLA-DRA	1.153e-01	3.541e-02
HLA-DRB1	-1.490e-01	6.458e-03
HLA-DRB5	-1.101e-01	4.468e-02
HLA-E	-5.451e-04	9.921e-01
HLA-F	-7.757e-02	1.579e-01
HLA-G	-7.016e-02	2.016e-01
HNF1A	-3.716e-02	4.992e-01
HNF1B	3.963e-02	4.710e-01
HOXB13	-3.236e-02	5.563e-01
HRAS	2.106e-01	1.081e-04
HSD3B1	-1.718e-01	1.649e-03
HSP90AA1	-9.147e-03	8.679e-01
HSPH1	1.327e-01	1.536e-02
IDH1	-9.362e-03	8.649e-01
IDH2	-2.258e-03	9.672e-01
IDO1	8.775e-02	1.099e-01
IFIT1	1.560e-01	4.311e-03
IFIT2	-5.136e-02	3.502e-01
IFIT3	4.186e-02	4.464e-01
IFNAR1	7.120e-02	1.950e-01
IFNAR2	-1.063e-01	5.266e-02
IFNGR1	-1.042e-01	5.759e-02
IFNGR2	7.123e-02	1.948e-01
IFNL3	-2.042e-01	1.749e-04
IGF1	-1.017e-02	8.534e-01
IGF1R	-8.661e-02	1.147e-01
IGF2	-5.140e-02	3.498e-01
IKBKE	1.585e-01	3.742e-03
IKZF1	2.054e-01	1.600e-04
IKZF3	-2.610e-02	6.351e-01
IL10RA	5.326e-03	9.229e-01
IL15	nan	nan
IL2RA	1.815e-02	7.414e-01
IL6R	-1.772e-01	1.169e-03
IL7R	1.916e-01	4.374e-04
ING1	1.997e-01	2.446e-04
INHBA	-1.494e-01	6.310e-03
INPP4A	3.531e-02	5.208e-01
INPP4B	6.793e-02	2.163e-01
INPPL1	5.282e-02	3.366e-01
INSR	3.001e-02	5.853e-01
IRF1	3.450e-02	5.305e-01
IRF2	4.320e-02	4.320e-01
IRF4	5.177e-02	3.463e-01
IRS1	-1.277e-01	1.971e-02
IRS2	2.544e-01	2.580e-06
ITPKB	-9.607e-02	8.002e-02
JAK1	-1.842e-01	7.296e-04
JAK2	-8.344e-02	1.286e-01
JAK3	-7.264e-02	1.861e-01
JUN	2.011e-01	2.203e-04
KAT6A	2.308e-02	6.747e-01
KDM5A	5.813e-02	2.902e-01
KDM5C	-3.247e-02	5.549e-01
KDM6A	4.727e-02	3.899e-01
KDM6B	-4.913e-02	3.715e-01
KDR	-1.154e-01	3.522e-02
KEAP1	-2.350e-03	9.659e-01
KEL	-8.539e-02	1.199e-01
KIF1B	1.046e-01	5.665e-02
KIT	4.780e-02	3.846e-01
KLF4	1.273e-01	2.014e-02
KLHL6	2.164e-02	6.939e-01
KLLN	4.978e-02	3.652e-01
KMT2A	1.036e-01	5.891e-02
KMT2B	-1.083e-01	4.840e-02
KMT2C	-7.853e-03	8.865e-01
KMT2D	7.602e-02	1.663e-01
KRAS	-1.723e-01	1.603e-03
LAG3	-6.782e-02	2.171e-01
LATS1	4.310e-02	4.331e-01
LATS2	3.001e-02	5.852e-01
LDLR	8.501e-02	1.215e-01
LEF1	1.319e-02	8.105e-01
LMNA	1.178e-01	3.159e-02
LMO1	4.187e-02	4.464e-01
LRP1B	9.498e-02	8.352e-02
LYN	1.770e-01	1.184e-03
LZTR1	9.077e-02	9.821e-02
MAD2L2	-1.571e-01	4.055e-03
MAF	1.421e-01	9.409e-03
MAFB	-1.079e-01	4.907e-02
MAGI2	-1.683e-01	2.063e-03
MALT1	1.222e-01	2.581e-02
MAP2K1	-3.094e-02	5.736e-01
MAP2K2	-2.364e-01	1.307e-05
MAP2K4	-6.530e-02	2.347e-01
MAP3K1	-9.457e-02	8.486e-02
MAP3K7	-4.169e-02	4.483e-01
MAPK1	4.206e-02	4.443e-01
MAX	-1.166e-01	3.347e-02
MC1R	1.282e-01	1.930e-02
MCL1	-1.112e-01	4.249e-02
MDC1	-7.772e-02	1.571e-01
MDM2	5.791e-02	2.920e-01
MDM4	6.469e-02	2.391e-01
MECOM	-1.946e-01	3.548e-04
MED1	-8.483e-02	1.224e-01
MED12	-1.114e-01	4.222e-02
MEF2B	-5.837e-02	2.882e-01
MEN1	1.244e-01	2.321e-02
MET	-6.812e-03	9.014e-01
MGA	-1.976e-02	7.194e-01
MGMT	9.079e-02	9.815e-02
MIB1	5.696e-02	3.000e-01
MITF	6.553e-03	9.052e-01
MKI67	3.740e-04	9.946e-01
MLH1	-1.560e-02	7.767e-01
MLH3	-2.128e-05	9.997e-01
MLLT3	-4.113e-03	9.404e-01
MPL	2.157e-01	7.236e-05
MRE11	7.735e-02	1.591e-01
MS4A1	-3.212e-02	5.591e-01
MSH2	-1.092e-01	4.640e-02
MSH3	3.883e-02	4.801e-01
MSH6	-3.147e-02	5.671e-01
MST1	1.296e-01	1.796e-02
MST1R	1.279e-01	1.957e-02
MTA1	8.849e-02	1.070e-01
MTAP	-1.707e-01	1.769e-03
MTHFR	-4.707e-02	3.919e-01
MTOR	1.578e-01	3.883e-03
MTRR	-1.705e-01	1.797e-03
MUTYH	-1.480e-01	6.839e-03
MYB	-2.422e-01	7.807e-06
MYC	7.483e-02	1.731e-01
MYCL	1.801e-01	9.613e-04
MYCN	1.574e-02	7.748e-01
MYD88	4.105e-02	4.553e-01
MYH11	-5.594e-02	3.088e-01
MYOD1	9.266e-02	9.137e-02
NBN	-9.409e-03	8.642e-01
NCOA3	-1.830e-01	7.912e-04
NCOR1	-3.910e-02	4.770e-01
NCOR2	-2.264e-02	6.807e-01
NEGR1	-1.835e-01	7.657e-04
NF1	2.776e-02	6.137e-01
NF2	2.613e-02	6.347e-01
NFE2L2	-3.577e-04	9.948e-01
NFKBIA	-5.710e-02	2.989e-01
NHP2	5.263e-02	3.383e-01
NKX2-1	-9.389e-02	8.714e-02
NKX3-1	-1.690e-01	1.969e-03
NOTCH1	-1.424e-02	7.957e-01
NOTCH2	5.838e-02	2.881e-01
NOTCH3	-1.391e-01	1.104e-02
NOTCH4	8.192e-03	8.816e-01
NPM1	-1.155e-01	3.509e-02
NQO1	2.889e-02	5.993e-01
NRAS	-1.153e-03	9.833e-01
NRG1	5.358e-02	3.297e-01
NRIP1	-1.499e-01	6.125e-03
NSD1	-4.211e-02	4.437e-01
NSD2	-1.322e-01	1.577e-02
NT5C2	1.010e-02	8.543e-01
NTHL1	1.473e-01	7.108e-03
NTRK1	-4.496e-02	4.135e-01
NTRK2	-1.048e-01	5.600e-02
NTRK3	1.858e-01	6.540e-04
NUDT15	-6.056e-02	2.704e-01
NUP93	-5.384e-02	3.273e-01
NUP98	8.562e-02	1.189e-01
P2RY8	-1.113e-01	4.232e-02
PA2G4	-9.359e-02	8.816e-02
PAK1	-7.269e-02	1.857e-01
PAK3	1.374e-01	1.211e-02
PAK5	9.778e-02	7.477e-02
PALB2	-7.070e-02	1.981e-01
PALLD	9.517e-02	8.289e-02
PARK2	1.619e-02	7.684e-01
PARP1	-4.861e-02	3.766e-01
PAX5	1.131e-01	3.915e-02
PAX7	1.193e-01	2.952e-02
PAX8	7.070e-02	1.981e-01
PBRM1	-1.224e-01	2.548e-02
PCBP1	-1.245e-01	2.304e-02
PDCD1	6.281e-02	2.531e-01
PDCD1LG2	1.053e-01	5.482e-02
PDGFRA	-1.331e-01	1.507e-02
PDGFRB	5.319e-02	3.332e-01
PDK1	-4.771e-02	3.855e-01
PDPK1	8.783e-02	1.096e-01
PELP1	3.382e-02	5.386e-01
PGR	1.090e-01	4.678e-02
PHB2	-1.742e-02	7.514e-01
PHF6	5.297e-02	3.352e-01
PHOX2B	5.264e-02	3.383e-01
PIAS4	2.246e-02	6.830e-01
PIK3C2B	1.762e-02	7.488e-01
PIK3C2G	1.196e-01	2.903e-02
PIK3C3	8.491e-02	1.220e-01
PIK3CA	-1.410e-01	1.001e-02
PIK3CB	6.529e-02	2.348e-01
PIK3CD	-8.484e-03	8.774e-01
PIK3CG	-5.238e-02	3.406e-01
PIK3R1	-2.463e-02	6.543e-01
PIK3R2	-5.883e-02	2.844e-01
PIK3R3	2.019e-01	2.088e-04
PIM1	-1.653e-01	2.480e-03
PLCG2	1.389e-01	1.117e-02
PLK2	-1.926e-03	9.721e-01
PML	1.937e-01	3.783e-04
PMS1	-3.022e-02	5.826e-01
PMS2	-1.283e-01	1.914e-02
PNRC1	-4.301e-02	4.340e-01
POLD1	-8.190e-02	1.358e-01
POLE	-3.640e-02	5.081e-01
POLH	3.253e-02	5.542e-01
POT1	1.651e-01	2.502e-03
POU2F2	-7.282e-02	1.850e-01
PPP1CA	-1.104e-01	4.406e-02
PPP1CB	-1.640e-01	2.679e-03
PPP1CC	-1.210e-01	2.724e-02
PPP1R15A	-2.038e-02	7.110e-01
PPP2CA	-1.471e-02	7.891e-01
PPP2CB	1.497e-01	6.212e-03
PPP2R1A	-6.656e-02	2.258e-01
PPP2R1B	9.390e-02	8.710e-02
PPP2R2A	-1.356e-01	1.324e-02
PPP6C	6.905e-02	2.088e-01
PRAME	-6.046e-03	9.125e-01
PRCC	-4.878e-02	3.749e-01
PRDM1	4.592e-02	4.035e-01
PREX2	8.062e-03	8.835e-01
PRF1	-2.374e-01	1.190e-05
PRKAR1A	-5.531e-02	3.143e-01
PRKCI	-7.526e-02	1.707e-01
PRKCZ	2.409e-02	6.614e-01
PRKDC	-7.523e-02	1.708e-01
PRPF40B	-1.188e-02	8.290e-01
PRSS1	1.495e-01	6.283e-03
PRSS2	-1.789e-01	1.043e-03
PRSS8	-1.436e-01	8.678e-03
PTCH1	6.097e-02	2.672e-01
PTCH2	8.259e-02	1.326e-01
PTEN	-1.212e-01	2.706e-02
PTK2	6.517e-02	2.356e-01
PTPN11	-2.777e-02	6.136e-01
PTPN13	-7.649e-02	1.637e-01
PTPN22	1.927e-01	4.045e-04
PTPRD	2.014e-02	7.142e-01
QKI	-8.633e-02	1.159e-01
RAB35	-1.435e-01	8.711e-03
RAC1	1.058e-01	5.373e-02
RAD21	1.636e-01	2.750e-03
RAD50	1.357e-01	1.317e-02
RAD51	nan	nan
RAD51B	-1.557e-01	4.393e-03
RAD51C	-6.737e-03	9.025e-01
RAD51D	-3.064e-02	5.774e-01
RAD52	5.777e-02	2.932e-01
RAD54L	-9.871e-02	7.203e-02
RAF1	1.439e-01	8.561e-03
RANBP2	8.424e-02	1.250e-01
RARA	1.163e-01	3.382e-02
RASA1	3.108e-02	5.720e-01
RB1	4.387e-01	4.285e-17
RBL1	-1.558e-01	4.375e-03
RBL2	-1.264e-01	2.107e-02
RBM10	4.687e-02	3.939e-01
RECQL4	2.081e-02	7.052e-01
REL	2.485e-02	6.514e-01
RET	8.032e-02	1.436e-01
RHOA	-9.033e-02	9.986e-02
RHPN2	-6.052e-02	2.708e-01
RICTOR	-1.950e-01	3.441e-04
RINT1	-1.247e-01	2.289e-02
RIT1	-1.200e-01	2.863e-02
RNF139	-2.254e-03	9.673e-01
RNF43	6.271e-02	2.538e-01
ROS1	5.647e-02	3.042e-01
RPL5	1.682e-01	2.075e-03
RPS15	4.926e-02	3.702e-01
RPS6KA4	1.659e-01	2.386e-03
RPS6KB1	6.829e-02	2.139e-01
RPS6KB2	-1.900e-02	7.297e-01
RPTOR	-2.281e-02	6.784e-01
RSF1	1.405e-01	1.027e-02
RUNX1	1.224e-01	2.551e-02
RUNX1T1	-1.698e-01	1.870e-03
RXRA	-7.360e-03	8.936e-01
SCG5	-1.231e-01	2.472e-02
SDHA	2.632e-01	1.107e-06
SDHAF2	2.303e-02	6.755e-01
SDHB	1.514e-01	5.630e-03
SDHC	1.324e-01	1.566e-02
SDHD	1.787e-02	7.452e-01
SEC23B	-1.006e-01	6.668e-02
SEMA3C	3.387e-02	5.379e-01
SETBP1	-3.379e-02	5.389e-01
SETD2	9.189e-02	9.412e-02
SF1	1.497e-01	6.205e-03
SF3B1	-3.184e-03	9.538e-01
SGK1	-9.669e-02	7.809e-02
SH2B3	-1.742e-01	1.413e-03
SH2D1A	-1.121e-01	4.085e-02
SHQ1	-4.908e-03	9.289e-01
SKP1	1.067e-01	5.169e-02
SLC26A3	7.024e-02	2.011e-01
SLC47A2	1.203e-01	2.813e-02
SLIT2	-5.655e-02	3.036e-01
SLX4	-1.425e-01	9.212e-03
SMAD2	-1.379e-01	1.178e-02
SMAD3	-1.623e-01	2.969e-03
SMAD4	3.055e-02	5.785e-01
SMARCA1	1.495e-01	6.287e-03
SMARCA4	5.603e-02	3.080e-01
SMARCB1	4.372e-02	4.265e-01
SMARCE1	-4.570e-03	9.338e-01
SMC1A	-2.557e-02	6.420e-01
SMC3	3.197e-02	5.610e-01
SMO	-1.023e-01	6.214e-02
SNCAIP	-1.910e-01	4.576e-04
SOCS1	-7.348e-02	1.810e-01
SOD2	-1.832e-02	7.391e-01
SOX10	-4.974e-02	3.655e-01
SOX17	1.107e-01	4.353e-02
SOX2	-1.877e-01	5.753e-04
SOX9	-1.217e-02	8.249e-01
SPEN	5.061e-02	3.572e-01
SPINK1	nan	nan
SPOP	-5.337e-02	3.316e-01
SPRED1	1.163e-01	3.384e-02
SPTA1	3.151e-02	5.667e-01
SQSTM1	2.438e-03	9.647e-01
SRC	-1.617e-01	3.083e-03
SRSF2	-1.281e-02	8.159e-01
STAG1	1.763e-01	1.234e-03
STAG2	-2.142e-01	8.181e-05
STAT3	-2.019e-02	7.136e-01
STAT4	3.815e-02	4.878e-01
STAT5A	-1.251e-01	2.240e-02
STAT5B	9.121e-02	9.658e-02
STAT6	-1.432e-02	7.946e-01
STK11	-1.105e-02	8.408e-01
SUFU	-8.221e-02	1.344e-01
SUZ12	-1.162e-02	8.327e-01
SYK	7.270e-02	1.857e-01
TAF1	-1.562e-01	4.277e-03
TANC1	8.432e-02	1.246e-01
TAP1	6.083e-03	9.119e-01
TAP2	1.364e-01	1.269e-02
TBC1D12	8.928e-02	1.039e-01
TBL1XR1	-1.509e-01	5.801e-03
TBX3	4.518e-02	4.112e-01
TCF3	-1.309e-01	1.686e-02
TCF7L2	1.460e-02	7.906e-01
TCL1A	4.130e-02	4.525e-01
TERT	2.683e-01	6.726e-07
TET1	-3.247e-02	5.548e-01
TET2	-1.159e-01	3.454e-02
TFDP1	-1.387e-01	1.130e-02
TFF1	2.172e-02	6.929e-01
TGFBR1	-1.323e-01	1.574e-02
TGFBR2	-9.743e-02	7.581e-02
TIGIT	-7.576e-02	1.678e-01
TLR4	1.622e-01	2.998e-03
TMEM127	-6.031e-02	2.724e-01
TMEM173	-3.286e-02	5.501e-01
TMPRSS2	-1.162e-01	3.399e-02
TNF	8.852e-02	1.069e-01
TNFAIP3	-6.998e-02	2.028e-01
TNFRSF14	1.001e-02	8.556e-01
TNFRSF17	2.776e-02	6.138e-01
TNFRSF9	1.430e-03	9.793e-01
TOP1	1.592e-01	3.590e-03
TOP2A	-8.756e-02	1.107e-01
TP53	-1.252e-01	2.234e-02
TP63	1.272e-01	2.025e-02
TPM1	5.458e-02	3.207e-01
TPMT	4.241e-02	4.405e-01
TPRX1	-5.489e-02	3.180e-01
TRAF2	-1.148e-01	3.632e-02
TRAF3	-3.234e-02	5.565e-01
TRAF7	9.500e-02	8.346e-02
TSC1	8.332e-03	8.796e-01
TSC2	-4.953e-02	3.676e-01
TSHR	-2.186e-02	6.910e-01
TUSC3	-2.931e-02	5.941e-01
TYMS	-1.466e-01	7.391e-03
U2AF1	-6.193e-02	2.598e-01
UBE2T	8.893e-02	1.053e-01
UMPS	2.248e-02	6.827e-01
UPF1	2.854e-02	6.038e-01
VEGFA	1.584e-01	3.748e-03
VHL	2.937e-02	5.933e-01
