Gene	Rho	P_val
BCLAF1	8.795e-02	1.092e-01
BCOR	-5.806e-02	2.908e-01
BCORL1	-1.033e-01	5.967e-02
BCR	3.012e-02	5.840e-01
BIRC3	-1.277e-01	1.978e-02
BLM	6.290e-02	2.523e-01
BMPR1A	4.127e-02	4.529e-01
BRAF	-3.388e-02	5.378e-01
BRCA1	1.368e-02	8.036e-01
BRCA2	2.956e-02	5.909e-01
BRD4	-4.485e-02	4.146e-01
BRIP1	2.010e-02	7.147e-01
BTG1	8.208e-02	1.350e-01
BTK	-7.227e-02	1.883e-01
BUB1B	-7.608e-02	1.660e-01
C11orf65	4.538e-02	4.091e-01
C3orf70	-1.627e-01	2.903e-03
C8orf34	-2.108e-02	7.015e-01
CADM2	6.039e-03	9.126e-01
CALR	3.763e-02	4.938e-01
CARD11	2.251e-02	6.824e-01
CASP8	1.959e-02	7.218e-01
CASR	1.106e-01	4.369e-02
CBFB	1.264e-01	2.104e-02
CBL	-2.317e-02	6.736e-01
CBLB	-4.271e-02	4.373e-01
CBLC	1.724e-01	1.587e-03
CBR3	1.054e-01	5.464e-02
CCDC6	-8.983e-02	1.017e-01
CCND1	-2.411e-02	6.611e-01
CCND2	-9.424e-02	8.598e-02
CCND3	-1.340e-02	8.075e-01
CCNE1	-1.874e-01	5.890e-04
CCNE2	-9.653e-02	7.859e-02
CD19	7.058e-02	1.989e-01
CD22	-1.342e-01	1.425e-02
CD274	1.540e-01	4.858e-03
CD276	4.828e-02	3.799e-01
CD40	1.779e-01	1.110e-03
CD70	-6.700e-02	2.227e-01
CD79A	7.612e-02	1.658e-01
CD79B	-1.356e-02	8.052e-01
CDC25A	8.129e-02	1.388e-01
CDC73	1.592e-01	3.592e-03
CDH1	-1.824e-01	8.249e-04
CDH2	3.530e-02	5.209e-01
CDK12	5.760e-02	2.947e-01
CDK4	3.703e-02	5.007e-01
CDK5	1.875e-02	7.332e-01
CDK6	-8.636e-02	1.157e-01
CDK8	1.551e-01	4.551e-03
CDKN1A	-4.206e-02	4.443e-01
CDKN1B	-9.410e-03	8.642e-01
CDKN1C	-1.468e-01	7.285e-03
CDKN2A	-6.772e-01	5.103e-46
CDKN2B	6.604e-01	4.355e-43
CDKN2C	7.645e-02	1.640e-01
CEBPA	1.521e-01	5.410e-03
CEP57	-9.550e-02	8.182e-02
CFTR	-7.274e-03	8.948e-01
CHD2	-8.942e-02	1.033e-01
CHD4	-1.695e-02	7.579e-01
CHEK1	9.881e-02	7.173e-02
CHEK2	-4.874e-03	9.294e-01
CIC	-1.922e-01	4.196e-04
CIITA	-6.668e-03	9.035e-01
CKS1B	1.051e-01	5.531e-02
CREBBP	-1.512e-01	5.713e-03
CRKL	-1.426e-01	9.176e-03
CRLF2	1.087e-01	4.740e-02
CSF1R	-1.076e-01	4.978e-02
CSF3R	-1.254e-01	2.210e-02
CTC1	1.186e-01	3.044e-02
CTCF	8.893e-02	1.052e-01
CTLA4	-8.062e-02	1.421e-01
CTNNA1	-5.109e-02	3.527e-01
CTNNB1	-3.787e-02	4.910e-01
CTRC	-1.640e-01	2.685e-03
CUL3	-1.492e-02	7.861e-01
CUX1	-3.086e-02	5.747e-01
CXCR4	3.863e-02	4.823e-01
CYLD	5.727e-02	2.974e-01
CYP1B1	1.043e-01	5.735e-02
CYP2D6	-1.077e-01	4.951e-02
CYP3A5	-7.327e-02	1.823e-01
DAXX	3.099e-02	5.731e-01
DDB2	-1.379e-01	1.179e-02
DDR2	-1.068e-01	5.148e-02
DDX3X	3.499e-02	5.246e-01
DICER1	1.241e-01	2.356e-02
DIS3	-1.321e-01	1.589e-02
DIS3L2	-4.786e-02	3.840e-01
DKC1	-1.326e-01	1.543e-02
DMD	6.172e-02	2.614e-01
DNM2	1.501e-02	7.849e-01
DNMT1	-1.495e-01	6.254e-03
DNMT3A	-1.702e-01	1.830e-03
DNMT3B	-1.979e-01	2.784e-04
DOT1L	2.770e-02	6.145e-01
DPYD	5.290e-02	3.359e-01
DYNC2H1	3.957e-02	4.718e-01
E2F1	1.493e-01	6.327e-03
E2F2	5.094e-02	3.541e-01
E2F3	1.423e-01	9.317e-03
E2F4	1.130e-01	3.937e-02
E2F5	2.350e-03	9.659e-01
E2F6	-6.437e-02	2.414e-01
EBF1	9.950e-02	6.977e-02
ECT2L	4.509e-02	4.121e-01
EED	-3.209e-02	5.595e-01
EGF	2.183e-02	6.915e-01
EGFL7	-2.787e-02	6.123e-01
EGFR	-1.305e-01	1.720e-02
EGLN1	-8.912e-02	1.045e-01
ELF3	-1.258e-01	2.166e-02
ELOC	-3.468e-02	5.283e-01
EMSY	8.691e-02	1.134e-01
ENG	3.491e-02	5.256e-01
EP300	-7.398e-03	8.930e-01
EPCAM	1.743e-01	1.407e-03
EPHA2	-1.257e-01	2.181e-02
EPHA3	5.376e-02	3.280e-01
EPHA5	1.326e-01	1.549e-02
EPHA7	2.038e-02	7.109e-01
EPHB1	-3.342e-02	5.434e-01
EPHB2	-2.624e-02	6.333e-01
EPOR	2.051e-02	7.093e-01
ERBB2	-8.001e-04	9.884e-01
ERBB3	1.090e-01	4.695e-02
ERBB4	-1.329e-01	1.525e-02
ERCC1	1.378e-01	1.186e-02
ERCC2	-1.043e-01	5.715e-02
ERCC3	1.032e-02	8.512e-01
ERCC4	1.102e-01	4.447e-02
ERCC5	1.394e-01	1.088e-02
ERCC6	-2.158e-02	6.948e-01
ERG	-1.340e-01	1.440e-02
ERRFI1	-2.180e-02	6.918e-01
ESR1	1.517e-02	7.827e-01
ESR2	-1.558e-01	4.384e-03
ETS1	-8.493e-02	1.219e-01
ETS2	1.251e-01	2.240e-02
ETV1	4.626e-02	4.001e-01
ETV4	7.047e-02	1.996e-01
ETV5	-1.268e-01	2.063e-02
ETV6	-5.819e-02	2.897e-01
EWSR1	-9.710e-02	7.682e-02
EXT2	-1.799e-02	7.436e-01
EZH2	1.150e-02	8.344e-01
FAM46C	6.412e-02	2.433e-01
FANCA	1.045e-01	5.690e-02
FANCB	1.255e-02	8.195e-01
FANCC	1.091e-01	4.668e-02
FANCD2	7.760e-02	1.577e-01
FANCE	-8.359e-02	1.279e-01
FANCF	-4.016e-02	4.651e-01
FANCG	-8.902e-02	1.049e-01
FANCI	-1.542e-03	9.776e-01
FANCL	-3.499e-02	5.246e-01
FANCM	-4.292e-02	4.350e-01
FAS	8.168e-02	1.369e-01
FAT1	2.837e-02	6.059e-01
FBXO11	4.267e-02	4.377e-01
FBXW7	-1.092e-01	4.646e-02
FCGR2A	3.469e-02	5.282e-01
FCGR3A	-4.724e-02	3.902e-01
FDPS	-2.527e-02	6.459e-01
FGF1	-4.474e-02	4.158e-01
FGF10	2.197e-01	5.283e-05
FGF14	1.599e-01	3.428e-03
FGF19	6.564e-03	9.050e-01
FGF2	2.232e-02	6.849e-01
FGF23	-3.744e-02	4.959e-01
FGF3	2.578e-02	6.392e-01
FGF4	3.954e-02	4.721e-01
FGF5	9.261e-02	9.157e-02
FGF6	-4.841e-02	3.785e-01
FGF7	1.770e-02	7.476e-01
FGF8	-1.302e-01	1.746e-02
FGF9	-1.447e-01	8.195e-03
FGFR1	-1.647e-01	2.566e-03
FGFR2	-2.860e-02	6.031e-01
FGFR3	-1.523e-01	5.356e-03
FGFR4	6.196e-02	2.595e-01
FH	-8.335e-02	1.290e-01
FHIT	-1.244e-01	2.316e-02
FLCN	-3.405e-02	5.358e-01
FLG	-1.772e-01	1.168e-03
FLT1	-1.845e-03	9.732e-01
FLT3	2.103e-02	7.021e-01
FLT4	2.505e-02	6.488e-01
FNTB	-5.259e-02	3.387e-01
FOXA1	1.904e-01	4.774e-04
FOXL2	-1.545e-01	4.719e-03
FOXO1	-1.174e-01	3.215e-02
FOXO3	-4.786e-02	3.840e-01
FOXP1	4.516e-02	4.114e-01
FOXQ1	-5.767e-03	9.165e-01
FRS2	-6.494e-02	2.373e-01
FUBP1	1.355e-01	1.334e-02
FUS	-1.170e-01	3.278e-02
FYN	-1.005e-01	6.695e-02
G6PD	-1.060e-01	5.321e-02
GABRA6	-5.482e-02	3.186e-01
GALNT12	-6.553e-02	2.331e-01
GATA1	-1.174e-02	8.310e-01
GATA2	-1.202e-02	8.270e-01
GATA3	4.254e-03	9.384e-01
GATA4	1.209e-01	2.741e-02
GATA6	1.163e-01	3.384e-02
GEN1	1.844e-01	7.213e-04
GID4	8.287e-02	1.313e-01
GLI1	1.736e-02	7.523e-01
GLI2	7.529e-03	8.911e-01
GLI3	-1.348e-01	1.384e-02
GNA11	2.504e-02	6.489e-01
GNA13	4.738e-02	3.887e-01
GNAQ	4.027e-02	4.640e-01
GNAS	9.802e-04	9.858e-01
GPC3	-7.760e-02	1.577e-01
GPER1	2.270e-02	6.798e-01
GPS2	7.882e-02	1.512e-01
GREM1	-8.167e-02	1.370e-01
GRIN2A	-1.746e-02	7.509e-01
GRM3	-4.982e-02	3.648e-01
GSK3B	6.753e-03	9.023e-01
GSTP1	4.825e-02	3.801e-01
H3F3A	1.916e-02	7.275e-01
H3F3C	-1.819e-02	7.408e-01
HAS3	4.815e-02	3.811e-01
HAVCR2	-4.663e-02	3.964e-01
HDAC1	-3.316e-02	5.466e-01
HDAC2	-5.685e-02	3.010e-01
HDAC3	-8.478e-02	1.226e-01
HDAC4	-1.059e-03	9.846e-01
HDAC5	-6.962e-02	2.051e-01
HGF	-2.804e-02	6.101e-01
HIF1A	2.197e-02	6.895e-01
HIST1H1C	7.576e-02	1.678e-01
HIST1H1E	-1.002e-01	6.793e-02
HIST1H2BD	4.692e-02	3.934e-01
HIST1H3F	-7.657e-02	1.633e-01
HIST1H4E	5.769e-02	2.939e-01
HIST3H3	-5.378e-02	3.279e-01
HLA-A	1.470e-01	7.222e-03
HLA-B	-7.523e-02	1.708e-01
HLA-C	5.130e-02	3.507e-01
HLA-DMA	1.432e-01	8.864e-03
HLA-DMB	-1.209e-01	2.742e-02
HLA-DOA	-1.080e-01	4.903e-02
HLA-DOB	1.080e-01	4.903e-02
HLA-DPA1	1.257e-01	2.175e-02
HLA-DPB1	1.838e-01	7.527e-04
HLA-DQA1	1.617e-01	3.077e-03
HLA-DQA2	-9.753e-02	7.552e-02
HLA-DQB1	-1.974e-01	2.895e-04
HLA-DQB2	2.482e-02	6.518e-01
HLA-DRA	2.248e-01	3.473e-05
HLA-DRB1	-1.492e-01	6.367e-03
HLA-DRB5	-1.962e-01	3.158e-04
HLA-E	-1.451e-01	8.015e-03
HLA-F	-1.931e-01	3.954e-04
HLA-G	1.731e-01	1.519e-03
HNF1A	-1.172e-01	3.249e-02
HNF1B	-1.594e-02	7.719e-01
HOXB13	7.741e-02	1.587e-01
HRAS	2.043e-01	1.747e-04
HSD3B1	-2.682e-01	6.798e-07
HSP90AA1	-1.001e-01	6.804e-02
HSPH1	6.908e-03	9.001e-01
IDH1	-1.567e-02	7.757e-01
IDH2	-1.267e-01	2.076e-02
IDO1	1.051e-01	5.540e-02
IFIT1	-3.204e-02	5.601e-01
IFIT2	5.342e-02	3.311e-01
IFIT3	-9.826e-02	7.334e-02
IFNAR1	9.025e-02	1.002e-01
IFNAR2	-6.349e-02	2.479e-01
IFNGR1	3.586e-02	5.144e-01
IFNGR2	4.026e-02	4.640e-01
IFNL3	-1.589e-01	3.657e-03
IGF1	-9.898e-02	7.126e-02
IGF1R	-2.502e-02	6.491e-01
IGF2	-5.209e-02	3.433e-01
IKBKE	1.453e-01	7.918e-03
IKZF1	1.817e-01	8.663e-04
IKZF3	-1.847e-02	7.370e-01
IL10RA	-1.089e-01	4.716e-02
IL15	nan	nan
IL2RA	1.802e-01	9.579e-04
IL6R	-1.141e-01	3.736e-02
IL7R	2.812e-01	1.814e-07
ING1	1.005e-01	6.696e-02
INHBA	-1.303e-01	1.733e-02
INPP4A	-9.983e-02	6.885e-02
INPP4B	-4.294e-02	4.348e-01
INPPL1	9.343e-02	8.870e-02
INSR	5.301e-02	3.348e-01
IRF1	3.538e-02	5.200e-01
IRF2	9.454e-02	8.498e-02
IRF4	-1.033e-01	5.960e-02
IRS1	-1.778e-02	7.465e-01
IRS2	1.698e-01	1.869e-03
ITPKB	5.780e-02	2.930e-01
JAK1	-1.600e-01	3.420e-03
JAK2	3.811e-02	4.882e-01
JAK3	2.145e-02	6.966e-01
JUN	1.775e-01	1.144e-03
KAT6A	8.823e-04	9.872e-01
KDM5A	-8.478e-02	1.226e-01
KDM5C	-1.655e-02	7.635e-01
KDM6A	3.666e-02	5.050e-01
KDM6B	-8.206e-02	1.351e-01
KDR	-1.119e-01	4.132e-02
KEAP1	-3.937e-02	4.740e-01
KEL	7.503e-03	8.915e-01
KIF1B	1.946e-01	3.555e-04
KIT	9.325e-02	8.934e-02
KLF4	1.043e-01	5.716e-02
KLHL6	1.266e-01	2.082e-02
KLLN	1.665e-01	2.305e-03
KMT2A	-6.030e-02	2.725e-01
KMT2B	-1.276e-01	1.989e-02
KMT2C	-2.255e-02	6.818e-01
KMT2D	-5.833e-02	2.885e-01
KRAS	-6.280e-02	2.531e-01
LAG3	-1.122e-02	8.384e-01
LATS1	-4.049e-02	4.615e-01
LATS2	1.138e-01	3.789e-02
LDLR	3.567e-02	5.166e-01
LEF1	-1.090e-02	8.430e-01
LMNA	3.561e-02	5.173e-01
LMO1	-2.122e-02	6.996e-01
LRP1B	1.483e-01	6.694e-03
LYN	7.634e-02	1.646e-01
LZTR1	1.451e-01	8.016e-03
MAD2L2	-2.819e-02	6.082e-01
MAF	1.078e-02	8.447e-01
MAFB	-1.194e-01	2.935e-02
MAGI2	-6.404e-02	2.438e-01
MALT1	5.104e-02	3.531e-01
MAP2K1	9.784e-02	7.460e-02
MAP2K2	-6.633e-02	2.274e-01
MAP2K4	-1.297e-01	1.789e-02
MAP3K1	1.225e-02	8.238e-01
MAP3K7	-3.487e-02	5.260e-01
MAPK1	-5.126e-02	3.511e-01
MAX	-9.668e-02	7.810e-02
MC1R	1.177e-01	3.184e-02
MCL1	-8.090e-02	1.407e-01
MDC1	1.800e-02	7.435e-01
MDM2	6.085e-02	2.682e-01
MDM4	5.095e-02	3.540e-01
MECOM	-1.276e-01	1.983e-02
MED1	-3.856e-03	9.441e-01
MED12	-6.152e-02	2.629e-01
MEF2B	1.064e-01	5.233e-02
MEN1	9.150e-02	9.552e-02
MET	-3.910e-02	4.770e-01
MGA	-1.026e-01	6.157e-02
MGMT	-6.775e-03	9.020e-01
MIB1	-4.678e-02	3.948e-01
MITF	-1.007e-01	6.632e-02
MKI67	-3.966e-03	9.425e-01
MLH1	8.501e-02	1.215e-01
MLH3	-1.442e-02	7.932e-01
MLLT3	-7.028e-02	2.008e-01
MPL	2.435e-01	6.960e-06
MRE11	7.948e-02	1.478e-01
MS4A1	1.466e-02	7.898e-01
MSH2	-1.273e-01	2.016e-02
MSH3	1.121e-01	4.084e-02
MSH6	1.651e-02	7.641e-01
MST1	1.053e-01	5.499e-02
MST1R	6.764e-02	2.183e-01
MTA1	1.226e-01	2.526e-02
MTAP	-5.103e-01	1.790e-23
MTHFR	-1.552e-02	7.778e-01
MTOR	1.377e-01	1.190e-02
MTRR	-2.391e-01	1.029e-05
MUTYH	-1.350e-01	1.369e-02
MYB	-1.461e-01	7.576e-03
MYC	1.905e-01	4.738e-04
MYCL	1.756e-01	1.291e-03
MYCN	3.264e-02	5.529e-01
MYD88	-7.463e-02	1.743e-01
MYH11	7.879e-02	1.514e-01
MYOD1	2.466e-02	6.539e-01
NBN	8.587e-02	1.178e-01
NCOA3	-1.223e-01	2.563e-02
NCOR1	-1.899e-02	7.299e-01
NCOR2	1.056e-01	5.426e-02
NEGR1	-1.398e-01	1.063e-02
NF1	7.875e-02	1.516e-01
NF2	6.299e-03	9.088e-01
NFE2L2	1.393e-02	8.001e-01
NFKBIA	-1.253e-01	2.223e-02
NHP2	-9.163e-03	8.677e-01
NKX2-1	-1.624e-01	2.956e-03
NKX3-1	-2.304e-01	2.172e-05
NOTCH1	-2.153e-02	6.955e-01
NOTCH2	1.312e-01	1.656e-02
NOTCH3	-2.251e-01	3.377e-05
NOTCH4	-1.975e-01	2.876e-04
NPM1	-7.800e-02	1.555e-01
NQO1	-1.217e-01	2.638e-02
NRAS	-4.099e-02	4.559e-01
NRG1	7.706e-03	8.886e-01
NRIP1	-1.501e-01	6.053e-03
NSD1	-1.230e-01	2.477e-02
NSD2	-9.421e-02	8.608e-02
NT5C2	2.795e-02	6.113e-01
NTHL1	4.063e-02	4.599e-01
NTRK1	1.640e-02	7.655e-01
NTRK2	-9.622e-02	7.956e-02
NTRK3	-1.374e-02	8.027e-01
NUDT15	1.023e-02	8.525e-01
NUP93	-2.897e-02	5.983e-01
NUP98	6.026e-02	2.728e-01
P2RY8	-8.769e-02	1.102e-01
PA2G4	-3.011e-02	5.840e-01
PAK1	-5.284e-02	3.364e-01
PAK3	6.540e-02	2.340e-01
PAK5	4.849e-02	3.778e-01
PALB2	-2.951e-02	5.916e-01
PALLD	3.171e-02	5.641e-01
PARK2	-3.084e-03	9.553e-01
PARP1	-3.212e-02	5.592e-01
PAX5	8.096e-02	1.404e-01
PAX7	5.040e-02	3.592e-01
PAX8	-7.255e-02	1.866e-01
PBRM1	-5.837e-02	2.882e-01
PCBP1	-1.072e-02	8.455e-01
PDCD1	-2.761e-02	6.157e-01
PDCD1LG2	-8.285e-02	1.313e-01
PDGFRA	-8.808e-02	1.086e-01
PDGFRB	-2.927e-02	5.946e-01
PDK1	3.709e-02	5.000e-01
PDPK1	-2.414e-02	6.608e-01
PELP1	6.003e-02	2.747e-01
PGR	4.459e-02	4.173e-01
PHB2	1.584e-02	7.734e-01
PHF6	7.413e-02	1.771e-01
PHOX2B	6.115e-02	2.658e-01
PIAS4	2.784e-02	6.127e-01
PIK3C2B	-2.199e-02	6.892e-01
PIK3C2G	6.704e-02	2.224e-01
PIK3C3	1.492e-01	6.379e-03
PIK3CA	-3.184e-02	5.625e-01
PIK3CB	3.830e-02	4.861e-01
PIK3CD	-6.111e-02	2.661e-01
PIK3CG	8.349e-02	1.284e-01
PIK3R1	-1.625e-01	2.942e-03
PIK3R2	9.539e-02	8.218e-02
PIK3R3	1.338e-01	1.454e-02
PIM1	5.606e-02	3.078e-01
PLCG2	1.315e-01	1.636e-02
PLK2	-4.065e-02	4.597e-01
PML	1.730e-01	1.525e-03
PMS1	2.228e-02	6.854e-01
PMS2	-9.893e-02	7.139e-02
PNRC1	5.436e-02	3.226e-01
POLD1	-1.064e-01	5.235e-02
POLE	-1.446e-02	7.926e-01
POLH	-9.573e-02	8.109e-02
POT1	-5.125e-02	3.512e-01
POU2F2	-1.436e-01	8.663e-03
PPP1CA	-8.816e-02	1.083e-01
PPP1CB	-1.331e-01	1.511e-02
PPP1CC	-3.671e-02	5.044e-01
PPP1R15A	1.317e-02	8.108e-01
PPP2CA	-5.089e-02	3.546e-01
PPP2CB	1.060e-01	5.339e-02
PPP2R1A	-1.064e-01	5.251e-02
PPP2R1B	-3.675e-02	5.039e-01
PPP2R2A	-1.328e-01	1.534e-02
PPP6C	-7.987e-03	8.845e-01
PRAME	-3.327e-03	9.518e-01
PRCC	-8.086e-03	8.831e-01
PRDM1	1.901e-01	4.866e-04
PREX2	2.742e-02	6.181e-01
PRF1	1.260e-02	8.188e-01
PRKAR1A	-1.204e-01	2.803e-02
PRKCI	-9.967e-02	6.930e-02
PRKCZ	1.308e-01	1.696e-02
PRKDC	1.342e-02	8.072e-01
PRPF40B	-1.179e-03	9.829e-01
PRSS1	7.898e-02	1.504e-01
PRSS2	-1.006e-01	6.665e-02
PRSS8	-9.578e-02	8.095e-02
PTCH1	2.296e-02	6.764e-01
PTCH2	3.944e-02	4.732e-01
PTEN	-1.979e-01	2.791e-04
PTK2	1.236e-01	2.413e-02
PTPN11	-8.633e-02	1.159e-01
PTPN13	-1.379e-02	8.021e-01
PTPN22	1.290e-01	1.849e-02
PTPRD	1.279e-01	1.954e-02
QKI	8.698e-02	1.131e-01
RAB35	-3.044e-02	5.799e-01
RAC1	1.253e-01	2.219e-02
RAD21	1.636e-01	2.753e-03
RAD50	6.108e-02	2.664e-01
RAD51	nan	nan
RAD51B	-1.588e-01	3.665e-03
RAD51C	1.037e-01	5.873e-02
RAD51D	-6.321e-02	2.500e-01
RAD52	2.404e-02	6.620e-01
RAD54L	-5.970e-02	2.773e-01
RAF1	1.408e-01	1.007e-02
RANBP2	3.234e-02	5.565e-01
RARA	7.274e-02	1.855e-01
RASA1	1.919e-01	4.289e-04
RB1	5.273e-01	3.194e-25
RBL1	-9.424e-02	8.597e-02
RBL2	5.218e-02	3.425e-01
RBM10	2.392e-03	9.653e-01
RECQL4	8.354e-02	1.282e-01
REL	-3.273e-02	5.518e-01
RET	7.051e-02	1.994e-01
RHOA	-5.198e-02	3.444e-01
RHPN2	-1.087e-01	4.744e-02
RICTOR	-1.428e-01	9.093e-03
RINT1	-1.436e-01	8.682e-03
RIT1	-4.367e-02	4.270e-01
RNF139	-1.261e-01	2.136e-02
RNF43	9.733e-02	7.613e-02
ROS1	-9.207e-02	9.347e-02
RPL5	1.494e-01	6.291e-03
RPS15	-1.567e-01	4.147e-03
RPS6KA4	9.439e-02	8.546e-02
RPS6KB1	-1.063e-01	5.258e-02
RPS6KB2	4.058e-02	4.605e-01
RPTOR	6.060e-02	2.702e-01
RSF1	1.770e-01	1.181e-03
RUNX1	1.284e-01	1.910e-02
RUNX1T1	-1.030e-01	6.036e-02
RXRA	1.193e-01	2.950e-02
SCG5	-3.299e-02	5.486e-01
SDHA	1.585e-01	3.735e-03
SDHAF2	-3.841e-02	4.849e-01
SDHB	1.113e-01	4.245e-02
SDHC	4.098e-02	4.560e-01
SDHD	-8.885e-02	1.055e-01
SEC23B	-1.017e-01	6.373e-02
SEMA3C	-4.282e-02	4.361e-01
SETBP1	6.436e-03	9.069e-01
SETD2	1.571e-01	4.055e-03
SF1	5.082e-02	3.552e-01
SF3B1	-1.490e-01	6.460e-03
SGK1	-3.695e-02	5.016e-01
SH2B3	-1.224e-01	2.550e-02
SH2D1A	-1.094e-01	4.599e-02
SHQ1	-1.358e-02	8.051e-01
SKP1	1.123e-01	4.048e-02
SLC26A3	7.659e-03	8.893e-01
SLC47A2	3.950e-02	4.726e-01
SLIT2	3.583e-02	5.146e-01
SLX4	-8.808e-02	1.086e-01
SMAD2	-1.402e-01	1.043e-02
SMAD3	2.926e-03	9.576e-01
SMAD4	-8.041e-02	1.432e-01
SMARCA1	2.259e-01	3.171e-05
SMARCA4	-4.481e-02	4.150e-01
SMARCB1	1.785e-02	7.455e-01
SMARCE1	1.373e-03	9.801e-01
SMC1A	-3.277e-02	5.512e-01
SMC3	4.375e-02	4.262e-01
SMO	-8.367e-02	1.276e-01
SNCAIP	-7.286e-02	1.848e-01
SOCS1	-6.232e-02	2.568e-01
SOD2	9.599e-02	8.026e-02
SOX10	-4.432e-02	4.202e-01
SOX17	-1.036e-02	8.506e-01
SOX2	-1.946e-01	3.532e-04
SOX9	4.395e-02	4.241e-01
SPEN	7.187e-02	1.908e-01
SPINK1	nan	nan
SPOP	8.945e-02	1.032e-01
SPRED1	3.956e-02	4.719e-01
SPTA1	-3.887e-02	4.796e-01
SQSTM1	1.190e-01	2.993e-02
SRC	-1.343e-01	1.420e-02
SRSF2	6.441e-02	2.412e-01
STAG1	6.445e-02	2.409e-01
STAG2	-1.434e-01	8.785e-03
STAT3	-1.654e-02	7.637e-01
STAT4	9.061e-02	9.881e-02
STAT5A	-2.199e-01	5.169e-05
STAT5B	8.026e-02	1.439e-01
STAT6	2.361e-03	9.658e-01
STK11	6.877e-02	2.107e-01
SUFU	-7.080e-02	1.975e-01
SUZ12	1.258e-02	8.191e-01
SYK	-2.849e-02	6.045e-01
TAF1	-1.447e-01	8.172e-03
TANC1	-7.979e-03	8.847e-01
TAP1	1.604e-01	3.344e-03
TAP2	-3.349e-02	5.425e-01
TBC1D12	2.031e-02	7.119e-01
TBL1XR1	-1.079e-01	4.912e-02
TBX3	-3.971e-02	4.702e-01
TCF3	3.516e-02	5.226e-01
TCF7L2	9.027e-02	1.001e-01
TCL1A	1.311e-01	1.667e-02
TERT	3.190e-01	2.592e-09
TET1	-2.698e-02	6.237e-01
TET2	-6.318e-02	2.503e-01
TFDP1	-1.782e-01	1.092e-03
TFF1	4.556e-02	4.073e-01
TGFBR1	-1.028e-01	6.089e-02
TGFBR2	-2.061e-02	7.078e-01
TIGIT	-9.509e-02	8.316e-02
TLR4	4.407e-02	4.228e-01
TMEM127	-1.468e-01	7.291e-03
TMEM173	-3.059e-02	5.781e-01
TMPRSS2	-9.343e-02	8.871e-02
TNF	3.108e-01	6.848e-09
TNFAIP3	-6.026e-02	2.729e-01
TNFRSF14	5.932e-02	2.804e-01
TNFRSF17	-5.550e-02	3.126e-01
TNFRSF9	-2.618e-02	6.341e-01
TOP1	9.928e-02	7.040e-02
TOP2A	2.666e-02	6.279e-01
TP53	-3.119e-01	6.019e-09
TP63	1.514e-01	5.637e-03
TPM1	-1.496e-02	7.856e-01
TPMT	8.594e-02	1.175e-01
TPRX1	-3.859e-02	4.829e-01
TRAF2	-6.850e-02	2.125e-01
TRAF3	3.964e-02	4.710e-01
TRAF7	1.170e-01	3.287e-02
TSC1	1.240e-01	2.368e-02
TSC2	-7.565e-02	1.684e-01
TSHR	-1.769e-01	1.186e-03
TUSC3	-1.810e-01	9.063e-04
TYMS	-9.861e-02	7.233e-02
U2AF1	-1.575e-02	7.746e-01
UBE2T	4.897e-02	3.730e-01
UMPS	-7.860e-02	1.524e-01
UPF1	-1.027e-01	6.119e-02
VEGFA	9.506e-02	8.326e-02
VHL	5.163e-02	3.476e-01
