Gene	Rho	P_val
KDR	-1.111e-01	4.268e-02
KEAP1	-7.296e-02	1.841e-01
KEL	-5.010e-02	3.621e-01
KIF1B	-5.018e-03	9.273e-01
KIT	1.987e-02	7.179e-01
KLF4	1.014e-01	6.468e-02
KLHL6	8.869e-02	1.062e-01
KLLN	2.489e-02	6.509e-01
KMT2A	7.794e-02	1.559e-01
KMT2B	-3.036e-02	5.810e-01
KMT2C	7.273e-02	1.855e-01
KMT2D	3.079e-02	5.755e-01
KRAS	-3.452e-02	5.302e-01
LAG3	-1.608e-01	3.261e-03
LATS1	1.456e-01	7.768e-03
LATS2	5.163e-02	3.476e-01
LDLR	6.124e-02	2.651e-01
LEF1	-2.294e-03	9.667e-01
LMNA	8.908e-02	1.047e-01
LMO1	9.463e-02	8.466e-02
LRP1B	9.862e-02	7.228e-02
LYN	1.495e-03	9.783e-01
LZTR1	-1.248e-03	9.819e-01
MAD2L2	-9.171e-02	9.477e-02
MAF	5.560e-02	3.118e-01
MAFB	-2.215e-01	4.557e-05
MAGI2	-1.963e-01	3.125e-04
MALT1	1.369e-01	1.243e-02
MAP2K1	-3.771e-03	9.453e-01
MAP2K2	-1.637e-01	2.732e-03
MAP2K4	-6.421e-02	2.426e-01
MAP3K1	-1.133e-01	3.875e-02
MAP3K7	-2.453e-02	6.555e-01
MAPK1	1.646e-02	7.647e-01
MAX	-1.512e-01	5.700e-03
MC1R	1.282e-01	1.930e-02
MCL1	-1.407e-01	1.012e-02
MDC1	-1.971e-02	7.200e-01
MDM2	3.155e-02	5.662e-01
MDM4	5.180e-02	3.460e-01
MECOM	-1.771e-01	1.174e-03
MED1	-1.068e-01	5.150e-02
MED12	-9.524e-02	8.269e-02
MEF2B	-5.559e-02	3.118e-01
MEN1	9.019e-02	1.004e-01
MET	-7.518e-02	1.711e-01
MGA	-8.937e-03	8.709e-01
MGMT	-4.384e-02	4.252e-01
MIB1	2.184e-02	6.913e-01
MITF	-3.847e-02	4.842e-01
MKI67	7.637e-02	1.644e-01
MLH1	-2.813e-03	9.592e-01
MLH3	-9.361e-02	8.809e-02
MLLT3	2.841e-02	6.055e-01
MPL	1.962e-01	3.154e-04
MRE11	9.030e-02	9.997e-02
MS4A1	-8.023e-02	1.441e-01
MSH2	-6.737e-02	2.201e-01
MSH3	8.205e-02	1.351e-01
MSH6	8.777e-02	1.099e-01
MST1	8.047e-02	1.428e-01
MST1R	3.385e-02	5.381e-01
MTA1	7.146e-02	1.933e-01
MTAP	-1.660e-01	2.381e-03
MTHFR	3.720e-05	9.995e-01
MTOR	1.512e-01	5.692e-03
MTRR	-2.173e-01	6.380e-05
MUTYH	-1.279e-01	1.959e-02
MYB	-2.153e-01	7.448e-05
MYC	1.929e-01	3.989e-04
MYCL	1.341e-01	1.436e-02
MYCN	-8.344e-02	1.286e-01
MYD88	2.020e-02	7.134e-01
MYH11	-1.007e-01	6.645e-02
MYOD1	5.722e-02	2.979e-01
NBN	-9.614e-02	7.981e-02
NCOA3	-2.716e-01	4.825e-07
NCOR1	1.137e-01	3.808e-02
NCOR2	-3.525e-02	5.215e-01
NEGR1	-2.012e-01	2.196e-04
NF1	-3.115e-02	5.711e-01
NF2	2.796e-02	6.112e-01
NFE2L2	-3.916e-02	4.764e-01
NFKBIA	-6.585e-02	2.307e-01
NHP2	3.650e-02	5.068e-01
NKX2-1	-1.306e-01	1.714e-02
NKX3-1	-1.713e-01	1.700e-03
NOTCH1	-3.126e-02	5.697e-01
NOTCH2	1.425e-01	9.211e-03
NOTCH3	-7.575e-02	1.679e-01
NOTCH4	-3.280e-02	5.508e-01
NPM1	-1.797e-01	9.882e-04
NQO1	1.244e-02	8.211e-01
NRAS	-1.060e-01	5.326e-02
NRG1	1.285e-02	8.153e-01
NRIP1	-1.390e-01	1.112e-02
NSD1	7.363e-03	8.935e-01
NSD2	-1.322e-01	1.577e-02
NT5C2	-2.560e-02	6.416e-01
NTHL1	2.022e-01	2.035e-04
NTRK1	-1.304e-01	1.723e-02
NTRK2	-1.673e-01	2.184e-03
NTRK3	2.060e-01	1.535e-04
NUDT15	-2.871e-02	6.016e-01
NUP93	-1.042e-01	5.747e-02
NUP98	2.001e-01	2.380e-04
P2RY8	-2.014e-01	2.168e-04
PA2G4	-8.508e-02	1.213e-01
PAK1	-1.044e-01	5.703e-02
PAK3	1.471e-01	7.150e-03
PAK5	1.026e-01	6.139e-02
PALB2	-4.382e-02	4.254e-01
PALLD	1.097e-02	8.420e-01
PARK2	1.568e-02	7.756e-01
PARP1	-1.294e-01	1.814e-02
PAX5	1.264e-01	2.105e-02
PAX7	5.175e-02	3.465e-01
PAX8	5.477e-02	3.190e-01
PBRM1	-1.548e-01	4.630e-03
PCBP1	-1.786e-01	1.064e-03
PDCD1	7.136e-02	1.940e-01
PDCD1LG2	9.707e-02	7.692e-02
PDGFRA	-1.599e-01	3.434e-03
PDGFRB	7.946e-02	1.479e-01
PDK1	-1.659e-02	7.629e-01
PDPK1	1.271e-01	2.039e-02
PELP1	1.334e-01	1.489e-02
PGR	1.799e-01	9.785e-04
PHB2	-6.726e-02	2.209e-01
PHF6	9.727e-02	7.630e-02
PHOX2B	3.077e-03	9.554e-01
PIAS4	-1.015e-01	6.421e-02
PIK3C2B	7.227e-02	1.883e-01
PIK3C2G	9.014e-02	1.006e-01
PIK3C3	1.097e-01	4.541e-02
PIK3CA	-2.147e-01	7.850e-05
PIK3CB	8.514e-02	1.210e-01
PIK3CD	4.393e-02	4.243e-01
PIK3CG	4.727e-03	9.315e-01
PIK3R1	-7.473e-02	1.737e-01
PIK3R2	4.174e-02	4.478e-01
PIK3R3	1.748e-01	1.366e-03
PIM1	-7.232e-02	1.880e-01
PLCG2	1.324e-01	1.560e-02
PLK2	-2.241e-02	6.837e-01
PML	1.646e-01	2.593e-03
PMS1	-3.566e-02	5.166e-01
PMS2	-1.959e-01	3.223e-04
PNRC1	-5.674e-03	9.178e-01
POLD1	-6.909e-02	2.086e-01
POLE	-2.691e-02	6.246e-01
POLH	1.110e-01	4.290e-02
POT1	3.113e-02	5.714e-01
POU2F2	-4.359e-02	4.278e-01
PPP1CA	-1.589e-02	7.727e-01
PPP1CB	-1.589e-01	3.653e-03
PPP1CC	-5.678e-02	3.016e-01
PPP1R15A	1.819e-02	7.408e-01
PPP2CA	-8.831e-03	8.725e-01
PPP2CB	9.508e-02	8.320e-02
PPP2R1A	-2.071e-01	1.406e-04
PPP2R1B	8.634e-03	8.753e-01
PPP2R2A	-1.489e-01	6.490e-03
PPP6C	2.506e-02	6.487e-01
PRAME	-7.721e-02	1.598e-01
PRCC	-7.231e-02	1.881e-01
PRDM1	7.068e-02	1.983e-01
PREX2	7.935e-02	1.485e-01
PRF1	-1.565e-01	4.211e-03
PRKAR1A	-8.103e-02	1.401e-01
PRKCI	-8.516e-02	1.209e-01
PRKCZ	7.284e-02	1.849e-01
PRKDC	-2.162e-02	6.943e-01
PRPF40B	-4.885e-02	3.742e-01
PRSS1	1.758e-01	1.274e-03
PRSS2	-2.233e-01	3.922e-05
PRSS8	-1.226e-01	2.528e-02
PTCH1	1.238e-03	9.820e-01
PTCH2	1.239e-01	2.380e-02
PTEN	-1.187e-01	3.030e-02
PTK2	2.577e-02	6.394e-01
PTPN11	-4.841e-02	3.786e-01
PTPN13	-5.105e-02	3.530e-01
PTPN22	2.035e-01	1.847e-04
PTPRD	-7.924e-02	1.490e-01
QKI	-4.288e-02	4.355e-01
RAB35	-3.076e-02	5.760e-01
RAC1	1.527e-01	5.230e-03
RAD21	8.861e-02	1.065e-01
RAD50	1.446e-01	8.214e-03
RAD51	nan	nan
RAD51B	-1.256e-01	2.186e-02
RAD51C	-3.951e-02	4.724e-01
RAD51D	3.819e-03	9.446e-01
RAD52	1.157e-01	3.483e-02
RAD54L	-1.345e-01	1.401e-02
RAF1	7.302e-02	1.838e-01
RANBP2	9.201e-02	9.368e-02
RARA	1.889e-02	7.313e-01
RASA1	1.367e-01	1.255e-02
RB1	3.593e-01	1.389e-11
RBL1	-1.432e-01	8.853e-03
RBL2	-1.415e-01	9.751e-03
RBM10	1.012e-01	6.505e-02
RECQL4	4.705e-02	3.921e-01
REL	-1.397e-02	7.996e-01
RET	5.694e-02	3.002e-01
RHOA	-1.636e-01	2.747e-03
RHPN2	-9.182e-02	9.436e-02
RICTOR	-1.886e-01	5.392e-04
RINT1	-8.477e-02	1.226e-01
RIT1	-1.146e-01	3.664e-02
RNF139	-1.432e-02	7.947e-01
RNF43	7.806e-02	1.553e-01
ROS1	9.868e-02	7.212e-02
RPL5	1.498e-01	6.176e-03
RPS15	5.026e-02	3.606e-01
RPS6KA4	7.285e-02	1.848e-01
RPS6KB1	4.567e-02	4.061e-01
RPS6KB2	-2.678e-02	6.263e-01
RPTOR	5.912e-02	2.820e-01
RSF1	9.514e-02	8.298e-02
RUNX1	8.904e-02	1.048e-01
RUNX1T1	-1.280e-01	1.950e-02
RXRA	-2.756e-02	6.163e-01
SCG5	-1.122e-02	8.383e-01
SDHA	2.009e-01	2.249e-04
SDHAF2	-9.082e-03	8.689e-01
SDHB	1.646e-01	2.587e-03
SDHC	1.471e-01	7.151e-03
SDHD	-4.190e-03	9.393e-01
SEC23B	8.642e-03	8.752e-01
SEMA3C	-9.730e-02	7.622e-02
SETBP1	-1.259e-01	2.156e-02
SETD2	1.203e-01	2.811e-02
SF1	9.411e-02	8.640e-02
SF3B1	-7.644e-02	1.640e-01
SGK1	-8.721e-02	1.122e-01
SH2B3	-1.567e-01	4.154e-03
SH2D1A	-7.902e-02	1.502e-01
SHQ1	1.091e-01	4.658e-02
SKP1	9.058e-02	9.891e-02
SLC26A3	1.018e-02	8.532e-01
SLC47A2	1.559e-01	4.357e-03
SLIT2	-2.371e-03	9.656e-01
SLX4	-1.115e-01	4.204e-02
SMAD2	-2.336e-01	1.653e-05
SMAD3	-1.853e-01	6.765e-04
SMAD4	-4.058e-02	4.605e-01
SMARCA1	6.929e-02	2.073e-01
SMARCA4	7.813e-02	1.548e-01
SMARCB1	8.460e-03	8.778e-01
SMARCE1	-1.671e-02	7.613e-01
SMC1A	6.640e-02	2.269e-01
SMC3	8.448e-02	1.239e-01
SMO	-9.264e-02	9.144e-02
SNCAIP	-3.303e-02	5.481e-01
SOCS1	-9.968e-02	6.926e-02
SOD2	7.941e-03	8.852e-01
SOX10	-1.096e-01	4.559e-02
SOX17	-4.337e-03	9.372e-01
SOX2	-1.095e-01	4.588e-02
SOX9	3.241e-02	5.557e-01
SPEN	2.931e-02	5.941e-01
SPINK1	nan	nan
SPOP	-3.010e-02	5.841e-01
SPRED1	-8.749e-02	1.110e-01
SPTA1	-8.271e-02	1.320e-01
SQSTM1	6.399e-03	9.074e-01
SRC	-2.232e-01	3.963e-05
SRSF2	1.097e-02	8.419e-01
STAG1	1.479e-01	6.840e-03
STAG2	-1.574e-01	3.994e-03
STAT3	-5.343e-02	3.311e-01
STAT4	5.908e-02	2.824e-01
STAT5A	-7.029e-02	2.007e-01
STAT5B	1.354e-01	1.338e-02
STAT6	3.115e-02	5.710e-01
STK11	4.974e-02	3.655e-01
SUFU	-8.279e-02	1.317e-01
SUZ12	3.838e-02	4.852e-01
SYK	5.028e-02	3.604e-01
TAF1	-2.143e-01	8.088e-05
TANC1	3.220e-02	5.582e-01
TAP1	6.852e-02	2.124e-01
TAP2	6.402e-02	2.440e-01
TBC1D12	9.625e-02	7.944e-02
TBL1XR1	-4.391e-02	4.245e-01
TBX3	-1.011e-01	6.542e-02
TCF3	-1.021e-01	6.272e-02
TCF7L2	-8.267e-03	8.805e-01
TCL1A	8.654e-02	1.150e-01
TERT	2.606e-01	1.426e-06
TET1	-5.859e-02	2.864e-01
TET2	-1.516e-01	5.584e-03
TFDP1	-1.499e-01	6.135e-03
TFF1	4.640e-02	3.987e-01
TGFBR1	-1.180e-01	3.129e-02
TGFBR2	5.543e-02	3.132e-01
TIGIT	-5.684e-03	9.177e-01
TLR4	1.561e-01	4.288e-03
TMEM127	-1.125e-01	4.016e-02
TMEM173	-1.573e-03	9.772e-01
TMPRSS2	-1.232e-01	2.453e-02
TNF	4.251e-02	4.394e-01
TNFAIP3	-2.140e-02	6.972e-01
TNFRSF14	-7.827e-02	1.541e-01
TNFRSF17	1.216e-01	2.645e-02
TNFRSF9	-3.642e-02	5.077e-01
TOP1	1.953e-01	3.367e-04
TOP2A	-5.354e-02	3.300e-01
TP53	-2.543e-01	2.586e-06
TP63	8.969e-02	1.023e-01
TPM1	-3.437e-02	5.320e-01
TPMT	3.784e-02	4.913e-01
TPRX1	3.824e-02	4.867e-01
TRAF2	-3.333e-02	5.444e-01
TRAF3	-1.235e-01	2.423e-02
TRAF7	5.436e-02	3.226e-01
TSC1	-9.393e-03	8.644e-01
TSC2	3.174e-02	5.638e-01
TSHR	-1.491e-02	7.864e-01
TUSC3	-7.086e-03	8.975e-01
TYMS	-1.299e-01	1.775e-02
U2AF1	5.640e-05	9.992e-01
UBE2T	1.279e-01	1.956e-02
UMPS	6.498e-02	2.370e-01
UPF1	3.907e-02	4.774e-01
VEGFA	1.944e-02	7.238e-01
VHL	6.550e-02	2.332e-01
